"site","julian","Nobs","min","flow10","flow25","flow50","flow75","flow90","max","startYr","endYr","date2","date","flow","month","status","colorStatus"
"TX00004",215,31,71.1,87.44,89.205,98.46,100.695,102.54,195.48,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",216,31,71.05,87.36,89.135,98.48,100.635,102.54,195.38,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",217,31,70.98,87.26,89.055,98.39,100.55,102.49,195.31,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",218,31,70.91,87.15,89.015,98.29,100.45,102.45,195.25,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",219,32,70.79,81.247,88.6025,97.755,100.2875,102.26,195.21,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",220,32,70.67,81.156,88.5075,97.635,100.21,102.332,195.18,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",221,32,70.54,81.108,88.3975,97.595,100.1,102.466,195.14,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",222,32,70.42,81.001,88.3175,97.545,100.42,102.756,194.3,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",223,32,70.26,80.953,88.2025,97.49,100.35,102.797,192.78,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",224,32,70.13,80.882,88.0575,97.405,100.2625,102.864,191.23,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",225,31,70,80.15,87.865,97.73,100.305,102.96,189.63,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",226,31,69.91,80.08,87.785,97.69,100.215,102.91,188,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",227,32,69.83,80.65,87.9075,97.29,100.0275,102.655,185.92,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",228,32,69.71,80.539,87.8175,97.275,99.975,102.567,183.49,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",229,32,69.61,80.45,87.745,97.215,99.88,102.359,181.05,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",230,32,69.52,80.37,87.655,97.15,99.7775,102.151,178.63,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",231,32,69.43,80.243,87.6,97.075,99.6625,101.954,176.43,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",232,32,69.31,80.171,87.535,96.995,99.58,101.864,173.64,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",233,32,69.22,80.055,87.465,96.95,99.5,101.889,171.2,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",234,31,69.79,85.67,87.945,97.12,99.56,102.01,168.78,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",235,31,69.71,85.59,87.905,97.05,99.48,102.09,166.36,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",236,31,69.62,85.47,87.825,97.46,99.405,102.25,163.92,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",237,31,69.53,85.41,87.745,97.37,99.32,102.23,161.49,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",238,31,69.47,85.34,87.665,97.31,99.365,102,159.05,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",239,31,69.43,85.28,87.575,97.37,99.39,101.89,156.58,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",240,31,69.38,85.16,87.515,97.27,99.385,101.82,154.16,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",241,31,69.28,85.06,87.445,97.18,99.35,101.74,151.89,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",242,31,69.19,84.97,87.415,97.12,99.275,101.65,149.48,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",243,31,69.11,84.85,87.335,97.05,99.32,101.56,147.09,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",244,31,69.04,84.77,87.245,97.03,99.24,101.47,144.67,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",245,31,68.97,84.69,87.555,96.97,99.21,101.41,142.29,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",246,31,68.89,84.6,87.545,96.95,99.165,101.32,139.9,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",247,31,68.84,84.46,87.555,96.93,99.145,101.23,137.52,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",248,31,68.77,84.31,87.715,96.86,99.125,101.25,135.09,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",249,31,68.7,84.21,87.675,96.8,99.045,101.28,132.75,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",250,31,68.63,84.09,87.625,96.76,98.985,101.41,130.95,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",251,31,68.58,83.96,87.595,96.72,99.055,101.34,129.39,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",252,31,69.19,83.86,87.555,96.68,98.975,102,127.92,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",253,31,69.83,83.78,87.72,96.59,98.965,102.45,125.84,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",254,31,69.98,83.69,87.92,96.57,99.005,102.6,123.68,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",255,31,70.41,83.61,87.995,96.47,99.01,102.65,121.47,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",256,31,70.51,83.51,87.935,96.36,98.95,102.42,119.24,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",257,31,70.55,83.4,87.9,96.34,98.95,101.41,116.96,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",258,31,70.58,83.32,87.88,96.38,98.91,100.88,114.76,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",259,31,70.62,83.24,88.39,96.44,99.055,100.66,112.5,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",260,31,70.58,83.34,88.49,96.46,99.015,100.42,110.31,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",261,31,70.57,83.3,88.67,96.49,99.025,100.46,108.06,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",262,31,70.53,83.26,88.66,96.49,98.96,100.18,106.46,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",263,31,70.51,83.17,88.63,96.49,98.95,100.13,104.38,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",264,31,70.48,83.11,88.64,96.46,98.95,100.13,103.17,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",265,31,70.62,82.96,88.66,96.44,98.875,100.39,103.12,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",266,31,70.6,82.82,88.83,96.36,98.865,99.98,102.92,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",267,31,70.58,82.69,88.865,96.3,98.925,100,102.48,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",268,31,70.55,82.55,88.86,96.23,98.97,100.02,102.24,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",269,31,70.51,82.4,88.79,96.19,99.015,100.15,102.11,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",270,31,70.53,82.25,88.73,96.17,99.005,100.3,101.93,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",271,31,70.5,82.1,88.67,96.15,98.935,100.45,101.78,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",272,31,70.5,81.95,88.59,96.11,98.865,100.49,101.58,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",273,31,70.46,81.81,88.54,96.09,98.82,100.54,101.39,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",274,31,70.44,81.7,88.48,96.04,98.81,100.56,101.19,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",275,31,70.43,81.58,88.42,96.02,98.775,100.54,101.06,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",276,31,70.81,81.53,88.35,95.98,98.765,100.81,102.23,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",277,31,71.24,81.47,88.31,95.96,98.755,100.72,102.98,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",278,31,71.4,81.4,88.21,95.88,98.745,100.68,102.98,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",279,31,71.48,81.34,88.15,95.79,98.775,100.71,102.42,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",280,31,71.54,81.3,88.06,95.74,98.79,100.58,101.96,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",281,31,71.57,81.26,88.19,95.85,98.81,100.47,102.79,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",282,31,71.99,81.19,88.13,95.81,98.82,100.45,103.54,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",283,31,72.11,81.13,88.1,95.73,98.83,100.43,103.96,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",284,31,72.25,81.07,88.05,95.69,98.975,100.31,104.27,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",285,31,72.32,81.02,87.99,95.67,99.115,100.26,104.56,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",286,31,72.48,80.96,87.94,95.81,99.385,100.32,104.76,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",287,31,72.55,80.96,87.88,95.77,99.375,100.55,104.98,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",288,31,72.64,80.96,87.82,95.73,99.375,100.41,105.14,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",289,31,72.64,81.02,87.75,95.73,99.505,100.45,105.16,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",290,31,72.64,80.94,87.7,95.73,99.97,103.18,120.47,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",291,31,72.64,80.9,87.63,95.67,99.98,103.48,127.57,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",292,31,72.62,80.85,87.59,95.67,99.94,103.28,129.26,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",293,31,72.62,80.79,87.53,95.65,99.905,103.06,130.3,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",294,31,72.81,80.75,87.45,95.62,99.875,102.84,131.02,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",295,31,73.56,80.72,87.42,95.56,99.84,102.64,131.56,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",296,31,73.96,80.66,87.44,95.54,99.8,102.42,132,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",297,31,74.2,80.58,87.49,95.56,99.77,105.44,132.39,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",298,31,74.37,80.53,88.495,95.56,99.765,106.91,132.77,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",299,31,75.38,80.47,88.435,96.7,99.755,106.28,133.11,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",300,31,75.81,80.45,88.36,96.66,99.745,105.32,133.45,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",301,31,76.14,80.36,88.36,96.59,99.885,104.31,133.73,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",302,31,76.23,80.3,88.91,96.55,99.92,103.22,134.02,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",303,31,76.17,80.25,88.86,96.99,99.905,102.51,134.12,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",304,31,76.12,80.49,88.86,97.41,100.11,106.23,134.07,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",305,31,76.03,80.42,88.825,97.39,100.075,105.76,134.7,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",306,31,75.94,80.38,88.72,97.48,100.055,105.53,134.96,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",307,31,75.88,80.28,88.71,97.41,100.065,104.43,134.99,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",308,31,76.1,80.21,88.62,97.39,100.08,105.44,134.83,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",309,31,76.41,80.1,88.545,97.33,100.07,104.68,134.33,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",310,31,76.52,80.06,88.48,97.27,100.02,104.68,133.76,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",311,31,76.54,80.04,88.43,97.2,99.99,104.2,133.29,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",312,31,76.54,80,88.37,97.16,100.03,103.91,132.77,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",313,31,76.52,79.91,88.295,97.14,100.1,103.54,132.13,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",314,31,76.48,79.85,88.225,97.16,100.065,103.17,131.12,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",315,31,76.45,79.82,88.18,97.2,100.045,102.84,129.97,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",316,31,76.34,79.8,88.125,97.29,100.135,102.48,129.46,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",317,31,76.26,79.76,88.065,97.31,100.175,102.1,129.85,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",318,31,76.19,79.72,88,97.29,100.195,101.88,130.51,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",319,31,76.15,79.74,87.95,97.27,100.33,103.22,131.25,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",320,31,76.15,79.65,87.94,97.22,100.24,104.34,131.92,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",321,31,76.08,79.57,87.95,97.22,100.16,105.6,132.54,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",322,31,76.01,79.52,87.945,97.22,100.195,114.13,133.11,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",323,31,75.99,79.5,87.925,97.25,100.28,112.85,133.65,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",324,31,75.97,79.44,87.88,98.33,100.275,111.48,133.89,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",325,31,75.99,79.48,87.83,98.56,100.265,110.13,133.81,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",326,30,76.25,79.425,86.6425,97.725,100.1425,109.979,133.71,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",327,31,76.28,79.41,87.71,98.61,100.1,107.7,135.89,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",328,31,76.26,79.35,87.655,98.61,100.025,107.7,139.15,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",329,31,76.25,79.31,87.57,98.56,100.03,107.61,141,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",330,31,76.23,79.52,87.53,98.5,100.025,107.27,142.53,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",331,31,76.21,79.37,87.485,98.43,100.07,106.82,143.97,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",332,31,76.17,79.33,87.43,98.37,100.12,106.21,145,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",333,31,76.15,79.28,87.435,98.35,100.12,105.45,145.58,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",334,31,76.15,79.29,87.555,98.29,100.11,104.67,145.83,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",335,31,76.12,79.46,87.49,98.24,100.085,104.32,144.88,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",336,31,76.08,79.52,87.435,98.2,100.105,104.3,143.19,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",337,31,76.06,79.55,87.38,98.15,100.075,104.16,141.52,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",338,31,76.06,79.61,87.33,98.13,100.045,104.07,139.78,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",339,31,76.08,79.65,87.28,98.09,100.165,103.98,138,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",340,31,76.06,79.7,87.25,98.05,100.32,103.54,136.24,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",341,31,76.03,79.76,87.215,98,100.465,103.34,134.52,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",342,31,76.01,79.85,87.17,97.96,100.575,103.61,132.69,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",343,31,75.99,79.87,87.12,97.9,100.64,103.45,130.87,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",344,31,75.97,79.89,87.1,97.82,100.57,103.34,129,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",345,31,75.97,79.93,87.08,97.78,100.53,103.56,127.07,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",346,31,75.96,79.98,87.06,97.73,100.485,104.03,125.13,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",347,31,75.94,80.04,87.04,97.71,100.57,104.36,123.19,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",348,31,75.94,80.1,87.025,97.67,100.565,104.68,121.17,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",349,31,75.92,80.13,87,97.67,100.57,104.99,119.14,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",350,31,75.88,80.12,86.975,97.61,100.51,105.3,117.11,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",351,31,75.87,80.21,86.945,97.64,100.54,105.19,115.13,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",352,31,75.87,80.25,86.995,97.58,100.585,104.94,113.13,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",353,31,75.87,80.28,87.715,97.58,100.615,104.18,111.12,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",354,31,75.83,80.32,91.075,97.53,100.675,103.06,109.1,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",355,31,75.79,80.32,91.085,97.54,100.7,103.39,121.33,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",356,31,75.78,80.4,91.08,97.51,100.67,103.03,140.66,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",357,31,75.74,80.42,91.075,97.48,100.635,102.73,146.2,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",358,31,75.67,80.51,91.03,97.62,100.595,102.35,149.42,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",359,31,75.61,80.47,90.99,97.55,100.56,102.02,151.61,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",360,31,75.59,80.49,90.955,97.49,100.625,101.89,153.5,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",361,31,75.58,80.51,90.925,97.47,100.635,101.76,154.48,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",362,32,75.59,80.655,91.89,98.495,100.5725,101.758,153.85,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",363,32,75.56,80.735,91.8375,98.51,100.6775,101.682,152.81,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",364,32,75.54,80.765,91.81,98.505,100.6375,101.689,151.61,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",365,32,75.49,80.791,91.81,98.515,100.585,101.248,150.33,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",366,8,77.87,80.642,87.1475,100.11,100.5075,100.704,100.9,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",1,33,75.47,80.898,89.01,97.51,100.39,101.244,149.11,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",2,33,75.5,80.89,88.98,97.47,100.39,101.176,147.98,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",3,33,75.58,80.934,88.95,97.45,100.32,101.186,146.75,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",4,33,75.54,80.914,88.92,97.47,100.32,101.03,145.42,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",5,33,75.52,80.918,88.89,97.47,100.3,100.914,144.04,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",6,33,75.49,80.928,88.87,97.45,100.28,100.752,142.59,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",7,33,75.47,80.912,88.86,97.43,100.23,100.742,141.12,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",8,33,75.43,80.906,88.84,97.36,100.22,100.73,139.63,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",9,33,75.41,80.948,88.77,97.68,100.25,100.52,137.97,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",10,33,75.43,80.956,88.76,97.64,100.23,100.762,136.27,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",11,33,75.45,80.97,88.91,97.58,100.04,100.84,134.65,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",12,32,75.43,80.825,88.285,97.195,100.05,101.108,133.03,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",13,32,75.43,80.859,88.2525,97.175,100.055,101.329,131.28,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",14,32,75.41,80.972,88.2225,97.185,100.035,101.538,129.49,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",15,32,75.41,81.485,88.2,97.24,100.0225,101.746,127.69,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",16,32,75.4,81.94,88.1925,97.26,100.225,101.834,125.86,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",17,32,75.38,82.198,88.175,97.27,100.265,101.884,124.15,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",18,32,75.38,82.19,88.16,97.24,100.2525,101.928,122.52,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",19,33,75.36,82.276,88.65,97.64,100.19,101.908,120.86,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",20,33,75.36,82.33,88.68,97.64,100.22,101.992,119.12,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",21,33,75.43,82.348,88.68,97.62,100.22,102.08,117.51,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",22,33,76.1,82.378,88.67,97.55,100.22,102.166,115.82,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",23,33,76.41,82.41,88.66,97.58,100.22,102.23,114.11,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",24,33,76.59,82.432,88.66,97.55,100.22,102.284,112.32,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",25,33,76.72,82.456,88.69,97.51,100.17,102.298,110.56,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",26,33,76.79,82.448,88.72,97.49,100.17,102.276,110.15,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",27,33,76.86,82.444,88.69,97.47,100.33,102.274,111.69,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",28,33,76.94,82.452,88.65,97.43,100.31,102.282,113.24,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",29,33,76.97,82.444,88.6,97.4,100.29,101.996,114.55,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",30,33,76.99,82.408,88.58,97.4,100.22,101.708,115.73,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",31,33,77.08,82.372,88.58,97.38,100.31,101.648,116.68,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",32,33,77.1,82.34,88.58,97.4,100.22,101.772,117.03,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",33,33,77.06,82.344,88.58,97.3,100.24,101.95,117.51,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",34,32,77.03,82.133,88.345,97.15,100.2975,101.997,120.09,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",35,32,76.99,82.142,89.4275,97.44,100.2625,101.951,132.64,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",36,32,76.97,82.137,90.815,97.57,100.2075,101.865,138.37,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",37,32,76.97,82.137,91.0775,97.675,100.1375,101.595,142.04,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",38,32,76.94,82.131,91.0575,97.735,100.1325,101.417,144.9,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",39,32,76.94,82.122,91.02,97.77,100.075,101.312,147.28,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",40,32,77.01,82.102,90.9975,97.855,100.0475,101.245,148.97,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",41,32,76.97,82.129,90.99,97.88,100.0575,101.223,149.67,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",42,32,77.01,82.145,90.975,97.91,100.1325,101.168,150.61,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",43,32,76.99,82.125,90.9675,98.135,100.215,101.14,151.86,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",44,32,76.97,82.094,90.9175,98.455,100.235,101.103,152.35,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",45,32,76.96,82.054,90.895,98.735,100.32,101.03,152.44,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",46,32,76.92,82.036,90.8875,98.92,100.3375,101.019,151.66,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",47,32,76.9,82.018,90.8875,99.12,100.3375,101.27,150.38,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",48,32,76.88,81.962,90.88,99.18,100.3275,100.965,149,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",49,32,76.88,81.944,90.88,99.16,100.1325,100.918,147.56,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",50,32,76.85,81.917,90.88,99.215,100.2475,100.888,146,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",51,32,76.79,81.863,90.87,99.16,100.2975,101.504,144.43,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",52,32,76.77,81.933,90.9075,99.12,100.4725,102.767,142.83,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",53,32,76.74,81.876,90.915,99.055,100.4975,102.915,142.23,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",54,32,76.68,81.84,90.975,99.005,100.4775,102.887,142.91,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",55,32,76.66,81.818,90.99,98.97,100.4675,102.805,144.56,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",56,32,76.66,81.8,91.0425,98.96,100.4975,102.709,147.09,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",57,32,76.66,81.741,91.0625,98.905,100.515,102.804,148.91,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",58,32,76.65,81.699,91.07,98.86,100.57,102.91,150.33,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",59,32,76.57,81.661,91.085,98.835,100.4625,102.755,151.58,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",60,32,76.52,81.623,91.0925,98.765,100.4325,102.56,152.44,1990,2023,NA,NA,NA,NA,NA,NA
"TX00004",61,32,76.46,81.611,91.0875,98.775,100.2875,102.41,152.61,1990,2023,NA,NA,NA,NA,NA,NA
