"id","year","julian","pcp_in","date"
"USC00410902","2013",330,28.13,"Nov-27"
"USC00410902","2013",331,28.13,"Nov-28"
"USC00410902","2013",332,28.13,"Nov-29"
"USC00410902","2013",333,28.13,"Nov-30"
"USC00410902","2013",334,28.13,"Dec-01"
"USC00410902","2013",335,28.13,"Dec-02"
"USC00410902","2013",336,28.13,"Dec-03"
"USC00410902","2013",337,28.13,"Dec-04"
"USC00410902","2013",338,28.13,"Dec-05"
"USC00410902","2013",339,28.13,"Dec-06"
"USC00410902","2013",340,28.14,"Dec-07"
"USC00410902","2013",341,28.14,"Dec-08"
"USC00410902","2013",342,28.14,"Dec-09"
"USC00410902","2013",343,28.15,"Dec-10"
"USC00410902","2013",344,28.18,"Dec-11"
"USC00410902","2013",345,28.18,"Dec-12"
"USC00410902","2013",346,28.18,"Dec-13"
"USC00410902","2013",347,28.18,"Dec-14"
"USC00410902","2013",348,28.27,"Dec-15"
"USC00410902","2013",349,28.27,"Dec-16"
"USC00410902","2013",350,28.27,"Dec-17"
"USC00410902","2013",351,28.27,"Dec-18"
"USC00410902","2013",352,28.27,"Dec-19"
"USC00410902","2013",353,28.27,"Dec-20"
"USC00410902","2013",354,28.27,"Dec-21"
"USC00410902","2013",355,28.27,"Dec-22"
"USC00410902","2013",356,28.27,"Dec-23"
"USC00410902","2013",357,28.27,"Dec-24"
"USC00410902","2013",358,28.27,"Dec-25"
"USC00410902","2013",359,28.27,"Dec-26"
"USC00410902","2013",360,28.27,"Dec-27"
"USC00410902","2013",361,28.39,"Dec-28"
"USC00410902","2013",362,28.5,"Dec-29"
"USC00410902","2013",363,28.5,"Dec-30"
"USC00410902","2013",364,28.5,"Dec-31"
"USC00410902","2013",365,28.5,"Jan-01"
"USC00410902","2014",1,0,"Jan-02"
"USC00410902","2014",2,0,"Jan-03"
"USC00410902","2014",3,0,"Jan-04"
"USC00410902","2014",4,0,"Jan-05"
"USC00410902","2014",5,0,"Jan-06"
"USC00410902","2014",6,0,"Jan-07"
"USC00410902","2014",7,0,"Jan-08"
"USC00410902","2014",8,0.01,"Jan-09"
"USC00410902","2014",9,0.08,"Jan-10"
"USC00410902","2014",10,0.08,"Jan-11"
"USC00410902","2014",11,0.08,"Jan-12"
"USC00410902","2014",12,0.08,"Jan-13"
"USC00410902","2014",13,0.08,"Jan-14"
"USC00410902","2014",14,0.08,"Jan-15"
"USC00410902","2014",15,0.08,"Jan-16"
"USC00410902","2014",16,0.08,"Jan-17"
"USC00410902","2014",17,0.08,"Jan-18"
"USC00410902","2014",18,0.08,"Jan-19"
"USC00410902","2014",19,0.08,"Jan-20"
"USC00410902","2014",20,0.08,"Jan-21"
"USC00410902","2014",21,0.08,"Jan-22"
"USC00410902","2014",22,0.08,"Jan-23"
"USC00410902","2014",23,0.08,"Jan-24"
"USC00410902","2014",24,0.13,"Jan-25"
"USC00410902","2014",25,0.13,"Jan-26"
"USC00410902","2014",26,0.13,"Jan-27"
"USC00410902","2014",27,0.13,"Jan-28"
"USC00410902","2014",28,0.13,"Jan-29"
"USC00410902","2014",29,0.13,"Jan-30"
"USC00410902","2014",30,0.13,"Jan-31"
"USC00410902","2014",31,0.13,"Feb-01"
"USC00410902","2014",32,0.13,"Feb-02"
"USC00410902","2014",33,0.13,"Feb-03"
"USC00410902","2014",34,0.13,"Feb-04"
"USC00410902","2014",35,0.25,"Feb-05"
"USC00410902","2014",36,0.25,"Feb-06"
"USC00410902","2014",37,0.25,"Feb-07"
"USC00410902","2014",38,0.26,"Feb-08"
"USC00410902","2014",39,0.26,"Feb-09"
"USC00410902","2014",40,0.26,"Feb-10"
"USC00410902","2014",41,0.26,"Feb-11"
"USC00410902","2014",42,0.27,"Feb-12"
"USC00410902","2014",43,0.28,"Feb-13"
"USC00410902","2014",44,0.28,"Feb-14"
"USC00410902","2014",45,0.28,"Feb-15"
"USC00410902","2014",46,0.28,"Feb-16"
"USC00410902","2014",47,0.28,"Feb-17"
"USC00410902","2014",48,0.28,"Feb-18"
"USC00410902","2014",49,0.28,"Feb-19"
"USC00410902","2014",50,0.28,"Feb-20"
"USC00410902","2014",51,0.28,"Feb-21"
"USC00410902","2014",52,0.28,"Feb-22"
"USC00410902","2014",53,0.28,"Feb-23"
"USC00410902","2014",54,0.28,"Feb-24"
"USC00410902","2014",55,0.28,"Feb-25"
"USC00410902","2014",56,0.28,"Feb-26"
"USC00410902","2014",57,0.33,"Feb-27"
"USC00410902","2014",58,0.58,"Feb-28"
"USC00410902","2014",59,0.58,"Mar-01"
"USC00410902","2014",60,0.58,"Mar-02"
"USC00410902","2014",61,0.58,"Mar-03"
"USC00410902","2014",62,0.63,"Mar-04"
"USC00410902","2014",63,0.92,"Mar-05"
"USC00410902","2014",64,0.92,"Mar-06"
"USC00410902","2014",65,0.92,"Mar-07"
"USC00410902","2014",66,0.92,"Mar-08"
"USC00410902","2014",67,0.92,"Mar-09"
"USC00410902","2014",68,0.99,"Mar-10"
"USC00410902","2014",69,1.04,"Mar-11"
"USC00410902","2014",70,1.11,"Mar-12"
"USC00410902","2014",71,1.11,"Mar-13"
"USC00410902","2014",72,1.11,"Mar-14"
"USC00410902","2014",73,1.11,"Mar-15"
"USC00410902","2014",74,1.12,"Mar-16"
"USC00410902","2014",75,1.12,"Mar-17"
"USC00410902","2014",76,1.12,"Mar-18"
"USC00410902","2014",77,1.12,"Mar-19"
"USC00410902","2014",78,1.12,"Mar-20"
"USC00410902","2014",79,1.12,"Mar-21"
"USC00410902","2014",80,1.12,"Mar-22"
"USC00410902","2014",81,1.12,"Mar-23"
"USC00410902","2014",82,1.12,"Mar-24"
"USC00410902","2014",83,1.12,"Mar-25"
"USC00410902","2014",84,1.15,"Mar-26"
"USC00410902","2014",85,1.15,"Mar-27"
"USC00410902","2014",86,1.22,"Mar-28"
"USC00410902","2014",87,1.23,"Mar-29"
"USC00410902","2014",88,1.23,"Mar-30"
"USC00410902","2014",89,1.23,"Mar-31"
"USC00410902","2014",90,1.23,"Apr-01"
"USC00410902","2014",91,1.23,"Apr-02"
"USC00410902","2014",92,1.23,"Apr-03"
"USC00410902","2014",93,1.23,"Apr-04"
"USC00410902","2014",94,1.23,"Apr-05"
"USC00410902","2014",95,1.23,"Apr-06"
"USC00410902","2014",96,1.61,"Apr-07"
"USC00410902","2014",97,1.61,"Apr-08"
"USC00410902","2014",98,1.62,"Apr-09"
"USC00410902","2014",99,1.62,"Apr-10"
"USC00410902","2014",100,1.62,"Apr-11"
"USC00410902","2014",101,1.62,"Apr-12"
"USC00410902","2014",102,1.62,"Apr-13"
"USC00410902","2014",103,1.62,"Apr-14"
"USC00410902","2014",104,1.62,"Apr-15"
"USC00410902","2014",105,1.65,"Apr-16"
"USC00410902","2014",106,1.65,"Apr-17"
"USC00410902","2014",107,1.65,"Apr-18"
"USC00410902","2014",108,1.66,"Apr-19"
"USC00410902","2014",109,1.66,"Apr-20"
"USC00410902","2014",110,1.67,"Apr-21"
"USC00410902","2014",111,1.67,"Apr-22"
"USC00410902","2014",112,1.67,"Apr-23"
"USC00410902","2014",113,1.67,"Apr-24"
"USC00410902","2014",114,1.67,"Apr-25"
"USC00410902","2014",115,1.67,"Apr-26"
"USC00410902","2014",116,1.67,"Apr-27"
"USC00410902","2014",117,1.67,"Apr-28"
"USC00410902","2014",118,1.67,"Apr-29"
"USC00410902","2014",119,1.67,"Apr-30"
"USC00410902","2014",120,1.67,"May-01"
"USC00410902","2014",121,1.67,"May-02"
"USC00410902","2014",122,1.67,"May-03"
"USC00410902","2014",123,1.67,"May-04"
"USC00410902","2014",124,1.67,"May-05"
"USC00410902","2014",125,1.67,"May-06"
"USC00410902","2014",126,1.67,"May-07"
"USC00410902","2014",127,1.67,"May-08"
"USC00410902","2014",128,1.67,"May-09"
"USC00410902","2014",129,1.67,"May-10"
"USC00410902","2014",130,2.92,"May-11"
"USC00410902","2014",131,2.92,"May-12"
"USC00410902","2014",132,2.92,"May-13"
"USC00410902","2014",133,5.36,"May-14"
"USC00410902","2014",134,5.74,"May-15"
"USC00410902","2014",135,5.74,"May-16"
"USC00410902","2014",136,5.74,"May-17"
"USC00410902","2014",137,5.74,"May-18"
"USC00410902","2014",138,5.74,"May-19"
"USC00410902","2014",139,5.74,"May-20"
"USC00410902","2014",140,5.74,"May-21"
"USC00410902","2014",141,5.74,"May-22"
"USC00410902","2014",142,5.74,"May-23"
"USC00410902","2014",143,5.75,"May-24"
"USC00410902","2014",144,5.75,"May-25"
"USC00410902","2014",145,5.91,"May-26"
"USC00410902","2014",146,7.5,"May-27"
"USC00410902","2014",147,9.64,"May-28"
"USC00410902","2014",148,9.67,"May-29"
"USC00410902","2014",149,9.67,"May-30"
"USC00410902","2014",150,9.67,"May-31"
"USC00410902","2014",151,9.67,"Jun-01"
"USC00410902","2014",152,9.67,"Jun-02"
"USC00410902","2014",153,9.67,"Jun-03"
"USC00410902","2014",154,9.67,"Jun-04"
"USC00410902","2014",155,9.67,"Jun-05"
"USC00410902","2014",156,9.67,"Jun-06"
"USC00410902","2014",157,9.67,"Jun-07"
"USC00410902","2014",158,9.67,"Jun-08"
"USC00410902","2014",159,9.67,"Jun-09"
"USC00410902","2014",160,9.91,"Jun-10"
"USC00410902","2014",161,10.91,"Jun-11"
"USC00410902","2014",162,10.91,"Jun-12"
"USC00410902","2014",163,10.91,"Jun-13"
"USC00410902","2014",164,10.91,"Jun-14"
"USC00410902","2014",165,10.91,"Jun-15"
"USC00410902","2014",166,10.91,"Jun-16"
"USC00410902","2014",167,10.91,"Jun-17"
"USC00410902","2014",168,10.91,"Jun-18"
"USC00410902","2014",169,10.91,"Jun-19"
"USC00410902","2014",170,10.92,"Jun-20"
"USC00410902","2014",171,11.01,"Jun-21"
"USC00410902","2014",172,11.01,"Jun-22"
"USC00410902","2014",173,11.23,"Jun-23"
"USC00410902","2014",174,11.23,"Jun-24"
"USC00410902","2014",175,11.28,"Jun-25"
"USC00410902","2014",176,11.28,"Jun-26"
"USC00410902","2014",177,11.81,"Jun-27"
"USC00410902","2014",178,11.81,"Jun-28"
"USC00410902","2014",179,11.81,"Jun-29"
"USC00410902","2014",180,11.81,"Jun-30"
"USC00410902","2014",181,11.81,"Jul-01"
"USC00410902","2014",182,11.81,"Jul-02"
"USC00410902","2014",183,11.81,"Jul-03"
"USC00410902","2014",184,11.81,"Jul-04"
"USC00410902","2014",185,11.81,"Jul-05"
"USC00410902","2014",186,11.84,"Jul-06"
"USC00410902","2014",187,11.84,"Jul-07"
"USC00410902","2014",188,11.84,"Jul-08"
"USC00410902","2014",189,11.84,"Jul-09"
"USC00410902","2014",190,11.84,"Jul-10"
"USC00410902","2014",191,11.84,"Jul-11"
"USC00410902","2014",192,11.84,"Jul-12"
"USC00410902","2014",193,11.84,"Jul-13"
"USC00410902","2014",194,11.84,"Jul-14"
"USC00410902","2014",195,11.84,"Jul-15"
"USC00410902","2014",196,11.84,"Jul-16"
"USC00410902","2014",197,11.93,"Jul-17"
"USC00410902","2014",198,11.93,"Jul-18"
"USC00410902","2014",199,14.37,"Jul-19"
"USC00410902","2014",200,14.38,"Jul-20"
"USC00410902","2014",201,14.38,"Jul-21"
"USC00410902","2014",202,14.38,"Jul-22"
"USC00410902","2014",203,14.38,"Jul-23"
"USC00410902","2014",204,14.38,"Jul-24"
"USC00410902","2014",205,14.38,"Jul-25"
"USC00410902","2014",206,14.38,"Jul-26"
"USC00410902","2014",207,14.38,"Jul-27"
"USC00410902","2014",208,14.38,"Jul-28"
"USC00410902","2014",209,14.38,"Jul-29"
"USC00410902","2014",210,14.38,"Jul-30"
"USC00410902","2014",211,14.38,"Jul-31"
"USC00410902","2014",212,14.38,"Aug-01"
"USC00410902","2014",213,14.52,"Aug-02"
"USC00410902","2014",214,14.52,"Aug-03"
"USC00410902","2014",215,14.52,"Aug-04"
"USC00410902","2014",216,14.52,"Aug-05"
"USC00410902","2014",217,14.52,"Aug-06"
"USC00410902","2014",218,14.52,"Aug-07"
"USC00410902","2014",219,14.52,"Aug-08"
"USC00410902","2014",220,14.52,"Aug-09"
"USC00410902","2014",221,14.52,"Aug-10"
"USC00410902","2014",222,14.52,"Aug-11"
"USC00410902","2014",223,14.52,"Aug-12"
"USC00410902","2014",224,14.52,"Aug-13"
"USC00410902","2014",225,14.52,"Aug-14"
"USC00410902","2014",226,14.52,"Aug-15"
"USC00410902","2014",227,14.52,"Aug-16"
"USC00410902","2014",228,14.52,"Aug-17"
"USC00410902","2014",229,14.52,"Aug-18"
"USC00410902","2014",230,14.52,"Aug-19"
"USC00410902","2014",231,14.83,"Aug-20"
"USC00410902","2014",232,15.23,"Aug-21"
"USC00410902","2014",233,15.23,"Aug-22"
"USC00410902","2014",234,15.23,"Aug-23"
"USC00410902","2014",235,15.23,"Aug-24"
"USC00410902","2014",236,15.23,"Aug-25"
"USC00410902","2014",237,15.23,"Aug-26"
"USC00410902","2014",238,15.23,"Aug-27"
"USC00410902","2014",239,15.23,"Aug-28"
"USC00410902","2014",240,15.23,"Aug-29"
"USC00410902","2014",241,15.23,"Aug-30"
"USC00410902","2014",242,15.23,"Aug-31"
"USC00410902","2014",243,15.23,"Sep-01"
"USC00410902","2014",244,15.23,"Sep-02"
"USC00410902","2014",245,15.23,"Sep-03"
"USC00410902","2014",246,15.23,"Sep-04"
"USC00410902","2014",247,15.39,"Sep-05"
"USC00410902","2014",248,15.53,"Sep-06"
"USC00410902","2014",249,15.53,"Sep-07"
"USC00410902","2014",250,15.64,"Sep-08"
"USC00410902","2014",251,15.64,"Sep-09"
"USC00410902","2014",252,15.64,"Sep-10"
"USC00410902","2014",253,15.64,"Sep-11"
"USC00410902","2014",254,15.64,"Sep-12"
"USC00410902","2014",255,15.64,"Sep-13"
"USC00410902","2014",256,17.06,"Sep-14"
"USC00410902","2014",257,17.33,"Sep-15"
"USC00410902","2014",258,17.33,"Sep-16"
"USC00410902","2014",259,17.33,"Sep-17"
"USC00410902","2014",260,17.33,"Sep-18"
"USC00410902","2014",261,17.55,"Sep-19"
"USC00410902","2014",262,17.55,"Sep-20"
"USC00410902","2014",263,18.34,"Sep-21"
"USC00410902","2014",264,18.34,"Sep-22"
"USC00410902","2014",265,18.34,"Sep-23"
"USC00410902","2014",266,18.34,"Sep-24"
"USC00410902","2014",267,18.34,"Sep-25"
"USC00410902","2014",268,18.34,"Sep-26"
"USC00410902","2014",269,18.34,"Sep-27"
"USC00410902","2014",270,19.76,"Sep-28"
"USC00410902","2014",271,19.96,"Sep-29"
"USC00410902","2014",272,19.96,"Sep-30"
"USC00410902","2014",273,19.96,"Oct-01"
"USC00410902","2014",274,19.96,"Oct-02"
"USC00410902","2014",275,19.96,"Oct-03"
"USC00410902","2014",276,19.96,"Oct-04"
"USC00410902","2014",277,19.96,"Oct-05"
"USC00410902","2014",278,19.96,"Oct-06"
"USC00410902","2014",279,19.96,"Oct-07"
"USC00410902","2014",280,19.96,"Oct-08"
"USC00410902","2014",281,19.96,"Oct-09"
"USC00410902","2014",282,19.97,"Oct-10"
"USC00410902","2014",283,19.97,"Oct-11"
"USC00410902","2014",284,19.97,"Oct-12"
"USC00410902","2014",285,21.21,"Oct-13"
"USC00410902","2014",286,21.21,"Oct-14"
"USC00410902","2014",287,21.26,"Oct-15"
"USC00410902","2014",288,21.26,"Oct-16"
"USC00410902","2014",289,21.26,"Oct-17"
"USC00410902","2014",290,21.26,"Oct-18"
"USC00410902","2014",291,21.26,"Oct-19"
"USC00410902","2014",292,21.26,"Oct-20"
"USC00410902","2014",293,21.26,"Oct-21"
"USC00410902","2014",294,21.26,"Oct-22"
"USC00410902","2014",295,21.26,"Oct-23"
"USC00410902","2014",296,21.46,"Oct-24"
"USC00410902","2014",297,21.46,"Oct-25"
"USC00410902","2014",298,21.46,"Oct-26"
"USC00410902","2014",299,21.46,"Oct-27"
"USC00410902","2014",300,21.46,"Oct-28"
"USC00410902","2014",301,21.46,"Oct-29"
"USC00410902","2014",302,21.46,"Oct-30"
"USC00410902","2014",303,21.46,"Oct-31"
"USC00410902","2014",304,22.94,"Nov-01"
"USC00410902","2014",305,22.94,"Nov-02"
"USC00410902","2014",306,22.94,"Nov-03"
"USC00410902","2014",307,22.94,"Nov-04"
"USC00410902","2014",308,22.94,"Nov-05"
"USC00410902","2014",309,25.16,"Nov-06"
"USC00410902","2014",310,26.75,"Nov-07"
"USC00410902","2014",311,26.8,"Nov-08"
"USC00410902","2014",312,26.8,"Nov-09"
"USC00410902","2014",313,26.8,"Nov-10"
"USC00410902","2014",314,26.8,"Nov-11"
"USC00410902","2014",315,26.8,"Nov-12"
"USC00410902","2014",316,26.8,"Nov-13"
"USC00410902","2014",317,26.8,"Nov-14"
"USC00410902","2014",318,26.8,"Nov-15"
"USC00410902","2014",319,26.8,"Nov-16"
"USC00410902","2014",320,26.85,"Nov-17"
"USC00410902","2014",321,26.86,"Nov-18"
"USC00410902","2014",322,26.86,"Nov-19"
"USC00410902","2014",323,26.86,"Nov-20"
"USC00410902","2014",324,26.86,"Nov-21"
"USC00410902","2014",325,26.87,"Nov-22"
"USC00410902","2014",326,27.01,"Nov-23"
"USC00410902","2014",327,27.6,"Nov-24"
"USC00410902","2014",328,27.6,"Nov-25"
"USC00410902","2014",329,27.6,"Nov-26"
"USC00410902","2014",330,27.6,"Nov-27"
"USC00410902","2014",331,27.6,"Nov-28"
"USC00410902","2014",332,27.6,"Nov-29"
"USC00410902","2014",333,27.6,"Nov-30"
"USC00410902","2014",334,27.6,"Dec-01"
"USC00410902","2014",335,27.6,"Dec-02"
"USC00410902","2014",336,27.6,"Dec-03"
"USC00410902","2014",337,27.6,"Dec-04"
"USC00410902","2014",338,27.61,"Dec-05"
"USC00410902","2014",339,27.64,"Dec-06"
"USC00410902","2014",340,27.64,"Dec-07"
"USC00410902","2014",341,27.64,"Dec-08"
"USC00410902","2014",342,27.64,"Dec-09"
"USC00410902","2014",343,27.64,"Dec-10"
"USC00410902","2014",344,27.64,"Dec-11"
"USC00410902","2014",345,27.84,"Dec-12"
"USC00410902","2014",346,27.87,"Dec-13"
"USC00410902","2014",347,27.87,"Dec-14"
"USC00410902","2014",348,27.87,"Dec-15"
"USC00410902","2014",349,27.87,"Dec-16"
"USC00410902","2014",350,27.87,"Dec-17"
"USC00410902","2014",351,27.87,"Dec-18"
"USC00410902","2014",352,28.22,"Dec-19"
"USC00410902","2014",353,28.42,"Dec-20"
"USC00410902","2014",354,28.42,"Dec-21"
"USC00410902","2014",355,28.42,"Dec-22"
"USC00410902","2014",356,28.42,"Dec-23"
"USC00410902","2014",357,28.42,"Dec-24"
"USC00410902","2014",358,28.42,"Dec-25"
"USC00410902","2014",359,28.42,"Dec-26"
"USC00410902","2014",360,28.42,"Dec-27"
"USC00410902","2014",361,28.45,"Dec-28"
"USC00410902","2014",362,28.63,"Dec-29"
"USC00410902","2014",363,28.63,"Dec-30"
"USC00410902","2014",364,28.63,"Dec-31"
"USC00410902","2014",365,28.68,"Jan-01"
"USC00410902","2015",1,0.61,"Jan-02"
"USC00410902","2015",2,0.68,"Jan-03"
"USC00410902","2015",3,1.21,"Jan-04"
"USC00410902","2015",4,1.21,"Jan-05"
"USC00410902","2015",5,1.21,"Jan-06"
"USC00410902","2015",6,1.21,"Jan-07"
"USC00410902","2015",7,1.21,"Jan-08"
"USC00410902","2015",8,1.21,"Jan-09"
"USC00410902","2015",9,1.21,"Jan-10"
"USC00410902","2015",10,1.35,"Jan-11"
"USC00410902","2015",11,1.44,"Jan-12"
"USC00410902","2015",12,1.44,"Jan-13"
"USC00410902","2015",13,1.44,"Jan-14"
"USC00410902","2015",14,1.44,"Jan-15"
"USC00410902","2015",15,1.49,"Jan-16"
"USC00410902","2015",16,1.49,"Jan-17"
"USC00410902","2015",17,1.49,"Jan-18"
"USC00410902","2015",18,1.49,"Jan-19"
"USC00410902","2015",19,1.49,"Jan-20"
"USC00410902","2015",20,1.49,"Jan-21"
"USC00410902","2015",21,1.49,"Jan-22"
"USC00410902","2015",22,2.89,"Jan-23"
"USC00410902","2015",23,4.18,"Jan-24"
"USC00410902","2015",24,4.36,"Jan-25"
"USC00410902","2015",25,4.36,"Jan-26"
"USC00410902","2015",26,4.36,"Jan-27"
"USC00410902","2015",27,4.36,"Jan-28"
"USC00410902","2015",28,4.36,"Jan-29"
"USC00410902","2015",29,4.36,"Jan-30"
"USC00410902","2015",30,4.36,"Jan-31"
"USC00410902","2015",31,4.36,"Feb-01"
"USC00410902","2015",32,4.69,"Feb-02"
"USC00410902","2015",33,4.69,"Feb-03"
"USC00410902","2015",34,4.69,"Feb-04"
"USC00410902","2015",35,4.98,"Feb-05"
"USC00410902","2015",36,4.98,"Feb-06"
"USC00410902","2015",37,4.98,"Feb-07"
"USC00410902","2015",38,4.98,"Feb-08"
"USC00410902","2015",39,4.98,"Feb-09"
"USC00410902","2015",40,4.98,"Feb-10"
"USC00410902","2015",41,4.98,"Feb-11"
"USC00410902","2015",42,4.98,"Feb-12"
"USC00410902","2015",43,4.98,"Feb-13"
"USC00410902","2015",44,4.98,"Feb-14"
"USC00410902","2015",45,4.98,"Feb-15"
"USC00410902","2015",46,4.98,"Feb-16"
"USC00410902","2015",47,4.98,"Feb-17"
"USC00410902","2015",48,5.03,"Feb-18"
"USC00410902","2015",49,5.03,"Feb-19"
"USC00410902","2015",50,5.03,"Feb-20"
"USC00410902","2015",51,5.03,"Feb-21"
"USC00410902","2015",52,5.03,"Feb-22"
"USC00410902","2015",53,5.03,"Feb-23"
"USC00410902","2015",54,5.08,"Feb-24"
"USC00410902","2015",55,5.09,"Feb-25"
"USC00410902","2015",56,5.1,"Feb-26"
"USC00410902","2015",57,5.1,"Feb-27"
"USC00410902","2015",58,5.1,"Feb-28"
"USC00410902","2015",59,5.26,"Mar-01"
"USC00410902","2015",60,5.57,"Mar-02"
"USC00410902","2015",61,5.66,"Mar-03"
"USC00410902","2015",62,5.71,"Mar-04"
"USC00410902","2015",63,5.71,"Mar-05"
"USC00410902","2015",64,5.98,"Mar-06"
"USC00410902","2015",65,5.98,"Mar-07"
"USC00410902","2015",66,5.98,"Mar-08"
"USC00410902","2015",67,5.98,"Mar-09"
"USC00410902","2015",68,6.31,"Mar-10"
"USC00410902","2015",69,6.69,"Mar-11"
"USC00410902","2015",70,6.69,"Mar-12"
"USC00410902","2015",71,6.69,"Mar-13"
"USC00410902","2015",72,6.69,"Mar-14"
"USC00410902","2015",73,6.69,"Mar-15"
"USC00410902","2015",74,6.69,"Mar-16"
"USC00410902","2015",75,6.69,"Mar-17"
"USC00410902","2015",76,6.69,"Mar-18"
"USC00410902","2015",77,6.8,"Mar-19"
"USC00410902","2015",78,6.8,"Mar-20"
"USC00410902","2015",79,6.8,"Mar-21"
"USC00410902","2015",80,7.92,"Mar-22"
"USC00410902","2015",81,8.12,"Mar-23"
"USC00410902","2015",82,8.12,"Mar-24"
"USC00410902","2015",83,8.12,"Mar-25"
"USC00410902","2015",84,8.12,"Mar-26"
"USC00410902","2015",85,8.15,"Mar-27"
"USC00410902","2015",86,8.15,"Mar-28"
"USC00410902","2015",87,8.15,"Mar-29"
"USC00410902","2015",88,8.15,"Mar-30"
"USC00410902","2015",89,8.15,"Mar-31"
"USC00410902","2015",90,8.15,"Apr-01"
"USC00410902","2015",91,8.15,"Apr-02"
"USC00410902","2015",92,8.15,"Apr-03"
"USC00410902","2015",93,8.15,"Apr-04"
"USC00410902","2015",94,8.15,"Apr-05"
"USC00410902","2015",95,8.15,"Apr-06"
"USC00410902","2015",96,8.15,"Apr-07"
"USC00410902","2015",97,8.15,"Apr-08"
"USC00410902","2015",98,8.15,"Apr-09"
"USC00410902","2015",99,8.24,"Apr-10"
"USC00410902","2015",100,8.44,"Apr-11"
"USC00410902","2015",101,8.99,"Apr-12"
"USC00410902","2015",102,8.99,"Apr-13"
"USC00410902","2015",103,9.32,"Apr-14"
"USC00410902","2015",104,9.32,"Apr-15"
"USC00410902","2015",105,9.32,"Apr-16"
"USC00410902","2015",106,9.32,"Apr-17"
"USC00410902","2015",107,9.57,"Apr-18"
"USC00410902","2015",108,10.94,"Apr-19"
"USC00410902","2015",109,11.55,"Apr-20"
"USC00410902","2015",110,11.55,"Apr-21"
"USC00410902","2015",111,11.55,"Apr-22"
"USC00410902","2015",112,11.55,"Apr-23"
"USC00410902","2015",113,11.55,"Apr-24"
"USC00410902","2015",114,11.55,"Apr-25"
"USC00410902","2015",115,12.1,"Apr-26"
"USC00410902","2015",116,12.1,"Apr-27"
"USC00410902","2015",117,12.37,"Apr-28"
"USC00410902","2015",118,12.37,"Apr-29"
"USC00410902","2015",119,12.37,"Apr-30"
"USC00410902","2015",120,12.37,"May-01"
"USC00410902","2015",121,12.37,"May-02"
"USC00410902","2015",122,12.37,"May-03"
"USC00410902","2015",123,12.37,"May-04"
"USC00410902","2015",124,12.37,"May-05"
"USC00410902","2015",125,12.37,"May-06"
"USC00410902","2015",126,13.38,"May-07"
"USC00410902","2015",127,13.38,"May-08"
"USC00410902","2015",128,13.38,"May-09"
"USC00410902","2015",129,13.47,"May-10"
"USC00410902","2015",130,13.48,"May-11"
"USC00410902","2015",131,13.48,"May-12"
"USC00410902","2015",132,13.49,"May-13"
"USC00410902","2015",133,13.63,"May-14"
"USC00410902","2015",134,15.94,"May-15"
"USC00410902","2015",135,17.05,"May-16"
"USC00410902","2015",136,17.49,"May-17"
"USC00410902","2015",137,19.34,"May-18"
"USC00410902","2015",138,19.72,"May-19"
"USC00410902","2015",139,19.72,"May-20"
"USC00410902","2015",140,19.72,"May-21"
"USC00410902","2015",141,19.88,"May-22"
"USC00410902","2015",142,19.88,"May-23"
"USC00410902","2015",143,20.08,"May-24"
"USC00410902","2015",144,26.15,"May-25"
"USC00410902","2015",145,26.15,"May-26"
"USC00410902","2015",146,26.55,"May-27"
"USC00410902","2015",147,26.55,"May-28"
"USC00410902","2015",148,26.55,"May-29"
"USC00410902","2015",149,27.88,"May-30"
"USC00410902","2015",150,27.88,"May-31"
"USC00410902","2015",151,28.34,"Jun-01"
"USC00410902","2015",152,28.34,"Jun-02"
"USC00410902","2015",153,28.34,"Jun-03"
"USC00410902","2015",154,28.34,"Jun-04"
"USC00410902","2015",155,28.34,"Jun-05"
"USC00410902","2015",156,28.34,"Jun-06"
"USC00410902","2015",157,28.34,"Jun-07"
"USC00410902","2015",158,28.34,"Jun-08"
"USC00410902","2015",159,28.34,"Jun-09"
"USC00410902","2015",160,28.34,"Jun-10"
"USC00410902","2015",161,28.34,"Jun-11"
"USC00410902","2015",162,28.34,"Jun-12"
"USC00410902","2015",163,28.34,"Jun-13"
"USC00410902","2015",164,28.34,"Jun-14"
"USC00410902","2015",165,28.37,"Jun-15"
"USC00410902","2015",166,28.79,"Jun-16"
"USC00410902","2015",167,28.79,"Jun-17"
"USC00410902","2015",168,29.01,"Jun-18"
"USC00410902","2015",169,29.36,"Jun-19"
"USC00410902","2015",170,29.37,"Jun-20"
"USC00410902","2015",171,29.98,"Jun-21"
"USC00410902","2015",172,30.68,"Jun-22"
"USC00410902","2015",173,31.88,"Jun-23"
"USC00410902","2015",174,31.89,"Jun-24"
"USC00410902","2015",175,32.05,"Jun-25"
"USC00410902","2015",176,32.05,"Jun-26"
"USC00410902","2015",177,32.05,"Jun-27"
"USC00410902","2015",178,32.05,"Jun-28"
"USC00410902","2015",179,32.05,"Jun-29"
"USC00410902","2015",180,32.75,"Jun-30"
"USC00410902","2015",181,32.75,"Jul-01"
"USC00410902","2015",182,33.25,"Jul-02"
"USC00410902","2015",183,33.3,"Jul-03"
"USC00410902","2015",184,33.31,"Jul-04"
"USC00410902","2015",185,33.31,"Jul-05"
"USC00410902","2015",186,33.31,"Jul-06"
"USC00410902","2015",187,33.31,"Jul-07"
