"site","date","mean_depth_ft","month","year","julian"
"6802807","2011-01-01",167.81,1,2011,"1"
"6802807","2011-02-01",168.595,2,2011,"32"
"6802807","2011-03-01",172.25,3,2011,"60"
"6802807","2011-04-01",176.85,4,2011,"91"
"6802807","2011-05-01",179.335,5,2011,"121"
"6802807","2011-06-01",187.165,6,2011,"152"
"6802807","2011-07-01",190.235,7,2011,"182"
"6802807","2011-08-01",193.805,8,2011,"213"
"6802807","2011-09-01",196.06,9,2011,"244"
"6802807","2011-10-01",188.043333333333,10,2011,"274"
"6802807","2011-11-01",192.035,11,2011,"305"
"6802807","2011-12-01",187.73,12,2011,"335"
"6802807","2012-01-01",183.495,1,2012,"1"
"6802807","2012-02-01",180.33,2,2012,"32"
"6802807","2012-03-01",177.59,3,2012,"61"
"6802807","2012-04-01",178.31,4,2012,"92"
"6802807","2012-05-01",182.49,5,2012,"122"
"6802807","2012-06-01",186.025,6,2012,"153"
"6802807","2012-07-01",187.975,7,2012,"183"
"6802807","2012-08-01",193.03,8,2012,"214"
"6802807","2012-09-01",194.69,9,2012,"245"
"6802807","2012-10-01",189.965,10,2012,"275"
"6802807","2012-11-01",187.54,11,2012,"306"
"6802807","2012-12-01",185.8,12,2012,"336"
"6802807","2013-01-01",182.875,1,2013,"1"
"6802807","2013-02-01",180.395,2,2013,"32"
"6802807","2013-03-01",180.38,3,2013,"60"
"6802807","2013-04-01",182.56,4,2013,"91"
"6802807","2013-05-01",183.9,5,2013,"121"
"6802807","2013-06-01",184.855,6,2013,"152"
"6802807","2013-07-01",187.185,7,2013,"182"
"6802807","2013-08-01",189.81,8,2013,"213"
"6802807","2013-09-01",196.225,9,2013,"244"
"6802807","2013-10-01",189.23,10,2013,"274"
"6802807","2013-11-01",185.5,11,2013,"305"
"6802807","2013-12-01",182.67,12,2013,"335"
"6802807","2014-01-01",181.73,1,2014,"1"
"6802807","2014-02-01",181.81,2,2014,"32"
"6802807","2014-03-01",181.48,3,2014,"60"
"6802807","2014-04-01",183.69,4,2014,"91"
"6802807","2014-05-01",186.125,5,2014,"121"
"6802807","2014-06-01",186.525,6,2014,"152"
"6802807","2014-07-01",191.075,7,2014,"182"
"6802807","2014-08-01",194.815,8,2014,"213"
"6802807","2014-09-01",195.075,9,2014,"244"
"6802807","2014-10-01",194.075,10,2014,"274"
"6802807","2014-11-01",192.71,11,2014,"305"
"6802807","2014-12-01",189.92,12,2014,"335"
"6802807","2015-01-01",185.655,1,2015,"1"
"6802807","2015-02-01",182.25,2,2015,"32"
"6802807","2015-03-01",179.25,3,2015,"60"
"6802807","2015-04-01",177.445,4,2015,"91"
"6802807","2015-05-01",174.56,5,2015,"121"
"6802807","2015-06-01",170.285,6,2015,"152"
"6802807","2015-07-01",170.43,7,2015,"182"
"6802807","2015-08-01",173.815,8,2015,"213"
"6802807","2015-09-01",177.44,9,2015,"244"
"6802807","2015-10-01",179.635,10,2015,"274"
"6802807","2015-11-01",178.32,11,2015,"305"
"6802807","2015-12-01",174.435,12,2015,"335"
"6802807","2016-01-01",171.665,1,2016,"1"
"6802807","2016-02-01",170,2,2016,"32"
"6802807","2016-03-01",167.665,3,2016,"61"
"6802807","2016-04-01",167.115,4,2016,"92"
"6802807","2016-05-01",165.305,5,2016,"122"
"6802807","2016-06-01",164.75,6,2016,"153"
"6802807","2016-07-01",170.525,7,2016,"183"
"6802807","2016-08-01",175.4,8,2016,"214"
"6802807","2016-09-01",175.055,9,2016,"245"
"6802807","2016-10-01",174.43,10,2016,"275"
"6802807","2016-11-01",171.745,11,2016,"306"
"6802807","2016-12-01",169.385,12,2016,"336"
"6802807","2017-01-01",167.285,1,2017,"1"
"6802807","2017-02-01",164.29,2,2017,"32"
"6802807","2017-03-01",162.725,3,2017,"60"
"6802807","2017-04-01",161.365,4,2017,"91"
"6802807","2017-05-01",163.28,5,2017,"121"
"6802807","2017-06-01",164.57,6,2017,"152"
"6802807","2017-07-01",170.96,7,2017,"182"
"6802807","2017-08-01",175.29,8,2017,"213"
"6802807","2017-09-01",178.21,9,2017,"244"
"6802807","2017-10-01",176.88,10,2017,"274"
"6802807","2017-11-01",176.74,11,2017,"305"
"6802807","2017-12-01",176.06,12,2017,"335"
"6802807","2018-01-01",175.905,1,2018,"1"
"6802807","2018-02-01",174.355,2,2018,"32"
"6802807","2018-03-01",173.195,3,2018,"60"
"6802807","2018-04-01",174.3,4,2018,"91"
"6802807","2018-05-01",179.545,5,2018,"121"
"6802807","2018-06-01",187.86,6,2018,"152"
"6802807","2018-07-01",193.835,7,2018,"182"
"6802807","2018-08-01",197.325,8,2018,"213"
"6802807","2018-09-01",195.81,9,2018,"244"
"6802807","2018-10-01",189.705,10,2018,"274"
"6802807","2018-11-01",184.395,11,2018,"305"
"6802807","2018-12-01",180.2,12,2018,"335"
"6802807","2019-01-01",174.55,1,2019,"1"
"6802807","2019-02-01",170.4,2,2019,"32"
"6802807","2019-03-01",168.62,3,2019,"60"
"6802807","2019-04-01",167.72,4,2019,"91"
"6802807","2019-05-01",167.805,5,2019,"121"
"6802807","2019-06-01",169.205,6,2019,"152"
"6802807","2019-07-01",171.68,7,2019,"182"
"6802807","2019-08-01",176.915,8,2019,"213"
"6802807","2019-09-01",181.52,9,2019,"244"
"6802807","2019-10-01",185.95,10,2019,"274"
"6802807","2019-11-01",184.425,11,2019,"305"
"6802807","2019-12-01",183.74,12,2019,"335"
"6802807","2020-01-01",183.925,1,2020,"1"
"6802807","2020-02-01",182.12,2,2020,"32"
"6802807","2020-03-01",180.73,3,2020,"61"
"6802807","2020-04-01",182.29,4,2020,"92"
"6802807","2020-05-01",187.305,5,2020,"122"
"6802807","2020-06-01",191.05,6,2020,"153"
"6802807","2020-07-01",196.01,7,2020,"183"
"6802807","2020-08-01",202.765,8,2020,"214"
"6802807","2020-09-01",202.92,9,2020,"245"
"6802807","2020-10-01",201.02,10,2020,"275"
"6802807","2020-11-01",199.38,11,2020,"306"
"6802807","2020-12-01",195.945,12,2020,"336"
"6802807","2021-01-01",193.19,1,2021,"1"
"6802807","2021-02-01",193.095,2,2021,"32"
"6802807","2021-03-01",194.49,3,2021,"60"
"6802807","2021-04-01",196.86,4,2021,"91"
"6802807","2021-05-01",195.11,5,2021,"121"
"6802807","2021-06-01",194.325,6,2021,"152"
"6802807","2021-07-01",192.34,7,2021,"182"
"6802807","2021-08-01",192.285,8,2021,"213"
"6802807","2021-09-01",192.845,9,2021,"244"
"6802807","2021-10-01",191.92,10,2021,"274"
"6802807","2021-11-01",191.205,11,2021,"305"
"6802807","2021-12-01",191.575,12,2021,"335"
"6803109","2007-09-01",32.55,9,2007,"244"
"6803109","2007-10-01",39.65,10,2007,"274"
"6803109","2007-11-01",35.25,11,2007,"305"
"6803109","2007-12-01",36.15,12,2007,"335"
"6803109","2008-01-01",36.4,1,2008,"1"
"6803109","2008-02-01",34.8,2,2008,"32"
"6803109","2008-03-01",38.35,3,2008,"61"
"6803109","2008-04-01",38.8,4,2008,"92"
"6803109","2008-05-01",44.9,5,2008,"122"
"6803109","2008-06-01",48.55,6,2008,"153"
"6803109","2008-07-01",60.65,7,2008,"183"
"6803109","2008-08-01",55.9,8,2008,"214"
"6803109","2008-09-01",52.55,9,2008,"245"
"6803109","2008-10-01",66.15,10,2008,"275"
"6803109","2008-11-01",61.2,11,2008,"306"
"6803109","2008-12-01",58.1666666666667,12,2008,"336"
"6803109","2009-01-01",55.85,1,2009,"1"
"6803109","2009-02-01",57.9,2,2009,"32"
"6803109","2009-03-01",60.05,3,2009,"60"
"6803109","2009-04-01",64.95,4,2009,"91"
"6803109","2009-05-01",75.25,5,2009,"121"
"6803109","2009-06-01",87.7,6,2009,"152"
"6803109","2009-07-01",82.55,7,2009,"182"
"6803109","2009-08-01",77.6,8,2009,"213"
"6803109","2009-09-01",74.295,9,2009,"244"
"6803109","2009-10-01",66.7,10,2009,"274"
"6803109","2009-11-01",65.3,11,2009,"305"
"6803109","2009-12-01",65.2,12,2009,"335"
"6803109","2010-01-01",65.1,1,2010,"1"
"6803109","2010-02-01",48.95,2,2010,"32"
"6803109","2010-03-01",43.95,3,2010,"60"
"6803109","2010-04-01",42.45,4,2010,"91"
"6803109","2010-05-01",39.46,5,2010,"121"
"6803109","2010-06-01",48.755,6,2010,"152"
"6803109","2010-07-01",42.24,7,2010,"182"
"6803109","2010-08-01",46.695,8,2010,"213"
"6803109","2010-09-01",51.425,9,2010,"244"
"6803109","2010-10-01",44.43,10,2010,"274"
"6803109","2010-11-01",46.05,11,2010,"305"
"6803109","2010-12-01",44.685,12,2010,"335"
"6803109","2011-01-01",43.13,1,2011,"1"
"6803109","2011-02-01",49.06,2,2011,"32"
"6803109","2011-03-01",49.35,3,2011,"60"
"6803109","2011-04-01",52.355,4,2011,"91"
"6803109","2011-05-01",57.495,5,2011,"121"
"6803109","2011-06-01",62.66,6,2011,"152"
"6803109","2011-07-01",70.515,7,2011,"182"
"6803109","2011-08-01",76.62,8,2011,"213"
"6803109","2011-09-01",74.38,9,2011,"244"
"6803109","2011-10-01",72.385,10,2011,"274"
"6803109","2011-11-01",66.03,11,2011,"305"
"6803109","2011-12-01",64.85,12,2011,"335"
"6803109","2012-01-01",60.085,1,2012,"1"
"6803109","2012-02-01",59.535,2,2012,"32"
"6803109","2012-03-01",49.8,3,2012,"61"
"6803109","2012-04-01",43.8,4,2012,"92"
"6803109","2012-05-01",47.925,5,2012,"122"
"6803109","2012-06-01",55.21,6,2012,"153"
"6803109","2012-07-01",59.51,7,2012,"183"
"6803109","2012-08-01",60.21,8,2012,"214"
"6803109","2012-09-01",61.72,9,2012,"245"
"6803109","2012-10-01",60.48,10,2012,"275"
"6803109","2012-11-01",54.59,11,2012,"306"
"6803109","2012-12-01",52.79,12,2012,"336"
"6803109","2013-01-01",53.145,1,2013,"1"
"6803109","2013-02-01",57.12,2,2013,"32"
"6803109","2013-03-01",53.375,3,2013,"60"
"6803109","2013-04-01",48.765,4,2013,"91"
"6803109","2013-05-01",47.145,5,2013,"121"
"6803109","2013-06-01",47.18,6,2013,"152"
"6803109","2013-07-01",51.23,7,2013,"182"
"6803109","2013-08-01",63.33,8,2013,"213"
"6803109","2013-09-01",62.07,9,2013,"244"
"6803109","2013-10-01",56.71,10,2013,"274"
"6803109","2013-11-01",54.36,11,2013,"305"
"6803109","2013-12-01",53.35,12,2013,"335"
"6803109","2014-01-01",53.7,1,2014,"1"
"6803109","2014-02-01",54.51,2,2014,"32"
"6803109","2014-03-01",54.16,3,2014,"60"
"6803109","2014-04-01",54.47,4,2014,"91"
"6803109","2014-05-01",55.38,5,2014,"121"
"6803109","2014-06-01",61.86,6,2014,"152"
"6803109","2014-07-01",66.23,7,2014,"182"
"6803109","2014-08-01",69.365,8,2014,"213"
"6803109","2014-09-01",65.78,9,2014,"244"
"6803109","2014-10-01",63.065,10,2014,"274"
"6803109","2014-11-01",59.41,11,2014,"305"
"6803109","2014-12-01",55.575,12,2014,"335"
"6803109","2015-01-01",52.37,1,2015,"1"
"6803109","2015-02-01",52.16,2,2015,"32"
"6803109","2015-03-01",49.955,3,2015,"60"
"6803109","2015-04-01",43.22,4,2015,"91"
"6803109","2015-05-01",34.79,5,2015,"121"
"6803109","2015-06-01",33.22,6,2015,"152"
"6803109","2015-07-01",40.365,7,2015,"182"
"6803109","2015-08-01",46.805,8,2015,"213"
"6803109","2015-09-01",52.515,9,2015,"244"
"6803109","2015-10-01",52.99,10,2015,"274"
"6803109","2015-11-01",49.01,11,2015,"305"
"6803109","2015-12-01",51.6,12,2015,"335"
"6803109","2016-01-01",42.11,1,2016,"1"
"6803109","2016-02-01",47.125,2,2016,"32"
"6803109","2016-03-01",38.95,3,2016,"61"
"6803109","2016-04-01",37.46,4,2016,"92"
"6803109","2016-05-01",33.95,5,2016,"122"
"6803109","2016-06-01",34.17,6,2016,"153"
"6803109","2016-07-01",41,7,2016,"183"
"6803109","2016-08-01",49.48,8,2016,"214"
"6803109","2016-09-01",54.99,9,2016,"245"
"6803109","2016-10-01",54.73,10,2016,"275"
"6803109","2016-11-01",46.225,11,2016,"306"
"6803109","2016-12-01",43.78,12,2016,"336"
"6803109","2017-01-01",39.9,1,2017,"1"
"6803109","2017-02-01",35.505,2,2017,"32"
"6803109","2017-03-01",34.425,3,2017,"60"
"6803109","2017-04-01",35.37,4,2017,"91"
"6803109","2017-05-01",42.585,5,2017,"121"
"6803109","2017-06-01",44.835,6,2017,"152"
"6803109","2017-07-01",50.22,7,2017,"182"
"6803109","2017-08-01",55.83,8,2017,"213"
"6803109","2017-09-01",52.53,9,2017,"244"
"6803109","2017-10-01",54.08,10,2017,"274"
"6803109","2017-11-01",47.02,11,2017,"305"
"6803109","2017-12-01",45.06,12,2017,"335"
"6803109","2018-01-01",46.51,1,2018,"1"
"6803109","2018-02-01",45.115,2,2018,"32"
"6803109","2018-03-01",43.68,3,2018,"60"
"6803109","2018-04-01",45.84,4,2018,"91"
"6803109","2018-05-01",47.96,5,2018,"121"
"6803109","2018-06-01",53.02,6,2018,"152"
"6803109","2018-07-01",59.89,7,2018,"182"
"6803109","2018-08-01",66.16,8,2018,"213"
"6803109","2018-09-01",59.415,9,2018,"244"
"6803109","2018-10-01",54.555,10,2018,"274"
"6803109","2018-11-01",44.965,11,2018,"305"
"6803109","2018-12-01",38.5,12,2018,"335"
"6803109","2019-01-01",36.325,1,2019,"1"
"6803109","2019-02-01",38.71,2,2019,"32"
"6803109","2019-03-01",39.47,3,2019,"60"
"6803109","2019-04-01",42.645,4,2019,"91"
"6803109","2019-05-01",41.595,5,2019,"121"
"6803109","2019-06-01",44.44,6,2019,"152"
"6803109","2019-07-01",51.995,7,2019,"182"
"6803109","2019-08-01",57.585,8,2019,"213"
"6803109","2019-09-01",60.19,9,2019,"244"
"6803109","2019-10-01",61.885,10,2019,"274"
"6803109","2019-11-01",58.335,11,2019,"305"
"6803109","2019-12-01",57.74,12,2019,"335"
"6803109","2020-01-01",49.91,1,2020,"1"
"6803109","2020-02-01",46.835,2,2020,"32"
"6803109","2020-03-01",46.1,3,2020,"61"
"6803109","2020-04-01",48.185,4,2020,"92"
"6803109","2020-05-01",52.77,5,2020,"122"
"6803109","2020-06-01",59.92,6,2020,"153"
"6803109","2020-07-01",62.515,7,2020,"183"
"6803109","2020-08-01",67.54,8,2020,"214"
"6803109","2020-09-01",58.865,9,2020,"245"
"6803109","2020-10-01",59.94,10,2020,"275"
"6803109","2020-11-01",60.39,11,2020,"306"
"6803109","2020-12-01",59.005,12,2020,"336"
"6803109","2021-01-01",59.26,1,2021,"1"
"6803109","2021-02-01",59.245,2,2021,"32"
"6803109","2021-03-01",58.605,3,2021,"60"
"6803109","2021-04-01",59.68,4,2021,"91"
"6803109","2021-05-01",57.455,5,2021,"121"
"6803109","2021-06-01",50.835,6,2021,"152"
"6803109","2021-07-01",49.99,7,2021,"182"
"6803109","2021-08-01",52.31,8,2021,"213"
"6803109","2021-09-01",56.155,9,2021,"244"
"6803109","2021-10-01",58.48,10,2021,"274"
"6803109","2021-11-01",54.425,11,2021,"305"
"6803109","2021-12-01",53.35,12,2021,"335"
"6803109","2022-01-01",53.89,1,2022,"1"
"6803109","2022-02-01",54.135,2,2022,"32"
"6803109","2022-03-01",57.005,3,2022,"60"
"6803109","2022-04-01",65.61,4,2022,"91"
"6803109","2022-05-01",70.115,5,2022,"121"
"6803109","2022-06-01",76.77,6,2022,"152"
"6803109","2022-07-01",83.28,7,2022,"182"
"6803109","2022-08-01",84.515,8,2022,"213"
"6803109","2022-09-01",78.22,9,2022,"244"
"6803109","2022-10-01",79.945,10,2022,"274"
"6803109","2022-11-01",78.24,11,2022,"305"
"6803109","2022-12-01",65.965,12,2022,"335"
"6803109","2023-01-01",65.155,1,2023,"1"
"6803109","2023-02-01",66.605,2,2023,"32"
"6803109","2023-03-01",66.9,3,2023,"60"
"6803109","2023-04-01",66.09,4,2023,"91"
"6803109","2023-05-01",67.085,5,2023,"121"
"6803109","2023-06-01",72.26,6,2023,"152"
"6803305","2016-11-01",212.54,11,2016,"306"
"6803305","2016-12-01",208.775,12,2016,"336"
"6803305","2017-01-01",206.505,1,2017,"1"
"6803305","2017-02-01",204.77,2,2017,"32"
"6803305","2017-03-01",203.385,3,2017,"60"
"6803305","2017-04-01",221.28,4,2017,"91"
"6803305","2017-05-01",233.09,5,2017,"121"
"6803305","2017-06-01",233.81,6,2017,"152"
"6803305","2017-07-01",239.01,7,2017,"182"
"6803305","2017-08-01",247.105,8,2017,"213"
"6803305","2017-09-01",248.48,9,2017,"244"
"6803305","2017-10-01",247.88,10,2017,"274"
"6803305","2017-11-01",243.57,11,2017,"305"
"6803305","2017-12-01",239.12,12,2017,"335"
"6803305","2018-01-01",236.715,1,2018,"1"
"6803305","2018-02-01",238.065,2,2018,"32"
"6803305","2018-03-01",240.425,3,2018,"60"
"6803305","2018-04-01",242.99,4,2018,"91"
"6803305","2018-05-01",248.735,5,2018,"121"
"6803305","2018-06-01",256.77,6,2018,"152"
"6803305","2018-07-01",261.375,7,2018,"182"
"6803305","2018-08-01",263.315,8,2018,"213"
"6803305","2018-09-01",261.015,9,2018,"244"
"6803305","2018-10-01",255.615,10,2018,"274"
"6803305","2018-11-01",244.665,11,2018,"305"
"6803305","2018-12-01",236.405,12,2018,"335"
"6803305","2019-01-01",228.575,1,2019,"1"
"6803305","2019-02-01",226.525,2,2019,"32"
"6803305","2019-03-01",224.485,3,2019,"60"
"6803305","2019-04-01",222.805,4,2019,"91"
"6803305","2019-05-01",219.33,5,2019,"121"
"6803305","2019-06-01",224.255,6,2019,"152"
"6803305","2019-07-01",227.615,7,2019,"182"
"6803305","2019-08-01",234.055,8,2019,"213"
"6803305","2019-09-01",243.41,9,2019,"244"
"6803305","2019-10-01",240.205,10,2019,"274"
"6803305","2019-11-01",235.19,11,2019,"305"
"6803305","2019-12-01",234.77,12,2019,"335"
"6803305","2020-01-01",232.74,1,2020,"1"
"6803305","2020-02-01",230.675,2,2020,"32"
"6803305","2020-03-01",234.235,3,2020,"61"
"6803305","2020-04-01",238.625,4,2020,"92"
"6803305","2020-05-01",239.695,5,2020,"122"
"6803305","2020-06-01",240.125,6,2020,"153"
"6803305","2020-07-01",257.4,7,2020,"183"
"6803305","2020-08-01",258.545,8,2020,"214"
"6803305","2020-09-01",260.505,9,2020,"245"
"6803305","2020-10-01",259.365,10,2020,"275"
"6803305","2020-11-01",255.38,11,2020,"306"
"6803305","2020-12-01",251.77,12,2020,"336"
"6803305","2021-01-01",255.755,1,2021,"1"
"6803305","2021-02-01",249.45,2,2021,"32"
"6803305","2021-03-01",244.255,3,2021,"60"
"6803305","2021-04-01",244.795,4,2021,"91"
"6803305","2021-05-01",241.76,5,2021,"121"
"6803305","2021-06-01",243.145,6,2021,"152"
"6803305","2021-07-01",238.385,7,2021,"182"
"6803305","2021-08-01",261.005,8,2021,"213"
"6803305","2021-09-01",247.86,9,2021,"244"
"6803305","2021-10-01",245.235,10,2021,"274"
"6803305","2021-11-01",239.885,11,2021,"305"
"6803305","2021-12-01",236.17,12,2021,"335"
"6803305","2022-01-01",234.475,1,2022,"1"
"6803305","2022-02-01",235.255,2,2022,"32"
"6803305","2022-03-01",239.9,3,2022,"60"
"6803305","2022-04-01",250.56,4,2022,"91"
"6803305","2022-05-01",257.45,5,2022,"121"
"6803305","2022-06-01",269.275,6,2022,"152"
"6803305","2022-07-01",274.79,7,2022,"182"
"6803305","2022-08-01",272.135,8,2022,"213"
"6803305","2022-09-01",266.225,9,2022,"244"
"6803305","2022-10-01",268.7,10,2022,"274"
"6803305","2022-11-01",267.895,11,2022,"305"
"6803305","2022-12-01",258.92,12,2022,"335"
"6803305","2023-01-01",259.625,1,2023,"1"
"6803305","2023-02-01",260.585,2,2023,"32"
"6803305","2023-03-01",263.685,3,2023,"60"
"6803305","2023-04-01",264.93,4,2023,"91"
"6803305","2023-05-01",268.065,5,2023,"121"
"6803305","2023-06-01",276.3,6,2023,"152"
"6803406","2011-06-01",243.075,6,2011,"152"
"6803406","2011-07-01",252.775,7,2011,"182"
"6803406","2011-08-01",257.505,8,2011,"213"
"6803406","2011-09-01",258.49,9,2011,"244"
"6803406","2011-10-01",251.225,10,2011,"274"
"6803406","2011-11-01",245.18,11,2011,"305"
"6803406","2011-12-01",238.32,12,2011,"335"
"6803406","2012-01-01",231.795,1,2012,"1"
"6803406","2012-02-01",225.89,2,2012,"32"
"6803406","2012-03-01",220.645,3,2012,"61"
"6803406","2012-04-01",219.395,4,2012,"92"
"6803406","2012-05-01",222.415,5,2012,"122"
"6803406","2012-06-01",227.02,6,2012,"153"
"6803406","2012-07-01",232.22,7,2012,"183"
"6803406","2012-08-01",244.88,8,2012,"214"
"6803406","2012-09-01",248.48,9,2012,"245"
"6803406","2012-10-01",241.92,10,2012,"275"
"6803406","2012-11-01",241.745,11,2012,"306"
"6803406","2012-12-01",238.175,12,2012,"336"
"6803406","2013-01-01",232.27,1,2013,"1"
"6803406","2013-02-01",227.915,2,2013,"32"
"6803406","2013-03-01",227.34,3,2013,"60"
"6803406","2013-04-01",230.245,4,2013,"91"
"6803406","2013-05-01",230.42,5,2013,"121"
"6803406","2013-06-01",231.745,6,2013,"152"
"6803406","2013-07-01",234.415,7,2013,"182"
"6803406","2013-08-01",247.45,8,2013,"213"
"6803406","2013-09-01",248.62,9,2013,"244"
"6803406","2013-10-01",241.45,10,2013,"274"
"6803406","2013-11-01",236.99,11,2013,"305"
"6803406","2013-12-01",232.61,12,2013,"335"
"6803406","2014-01-01",231.82,1,2014,"1"
"6803406","2014-02-01",229.485,2,2014,"32"
"6803406","2014-03-01",229.09,3,2014,"60"
"6803406","2014-04-01",232.86,4,2014,"91"
"6803406","2014-05-01",237.665,5,2014,"121"
"6803406","2014-06-01",238.62,6,2014,"152"
"6803406","2014-07-01",247.06,7,2014,"182"
"6803406","2014-08-01",254.83,8,2014,"213"
"6803406","2014-09-01",255.35,9,2014,"244"
"6803406","2014-10-01",253.48,10,2014,"274"
"6803406","2014-11-01",246.925,11,2014,"305"
"6803406","2014-12-01",244.145,12,2014,"335"
"6803406","2015-01-01",236.23,1,2015,"1"
"6803406","2015-02-01",225.815,2,2015,"32"
"6803406","2015-03-01",215.325,3,2015,"60"
"6803406","2015-04-01",211.23,4,2015,"91"
"6803406","2015-05-01",202.72,5,2015,"121"
"6803406","2015-06-01",193.72,6,2015,"152"
"6803406","2015-07-01",193.495,7,2015,"182"
"6803406","2015-08-01",201.195,8,2015,"213"
"6803406","2015-09-01",212.68,9,2015,"244"
"6803406","2015-10-01",216.1,10,2015,"274"
"6803406","2015-11-01",209.625,11,2015,"305"
"6803406","2015-12-01",202.91,12,2015,"335"
"6803406","2016-01-01",196.81,1,2016,"1"
"6803406","2016-02-01",194.415,2,2016,"32"
"6803406","2016-03-01",192.745,3,2016,"61"
"6803406","2016-04-01",191.845,4,2016,"92"
"6803406","2016-05-01",188.525,5,2016,"122"
"6803406","2016-06-01",184.35,6,2016,"153"
"6803406","2016-07-01",192.3,7,2016,"183"
"6803406","2016-08-01",204.58,8,2016,"214"
"6803406","2016-09-01",204.765,9,2016,"245"
"6803406","2016-10-01",204.77,10,2016,"275"
"6803406","2016-11-01",201.25,11,2016,"306"
"6803406","2016-12-01",194.525,12,2016,"336"
"6803406","2017-01-01",189.355,1,2017,"1"
"6803406","2017-02-01",183.795,2,2017,"32"
"6803406","2017-03-01",181.61,3,2017,"60"
"6803406","2017-04-01",180.345,4,2017,"91"
"6803406","2017-05-01",183.92,5,2017,"121"
"6803406","2017-06-01",187.905,6,2017,"152"
"6803406","2017-07-01",197.24,7,2017,"182"
"6803406","2017-08-01",204.56,8,2017,"213"
"6803406","2017-09-01",213,9,2017,"244"
"6803406","2017-10-01",214.095,10,2017,"274"
"6803406","2017-11-01",217.36,11,2017,"305"
"6803406","2017-12-01",215.855,12,2017,"335"
"6803406","2018-01-01",215.09,1,2018,"1"
"6803406","2018-02-01",212.585,2,2018,"32"
"6803406","2018-03-01",212.305,3,2018,"60"
"6803406","2018-04-01",218.17,4,2018,"91"
"6803406","2018-05-01",224.93,5,2018,"121"
"6803406","2018-06-01",241.25,6,2018,"152"
"6803406","2018-07-01",248.555,7,2018,"182"
"6803406","2018-08-01",254.435,8,2018,"213"
"6803406","2018-09-01",247.21,9,2018,"244"
"6803406","2018-10-01",223.15,10,2018,"274"
"6803406","2018-11-01",208.78,11,2018,"305"
"6803406","2018-12-01",202.38,12,2018,"335"
"6803406","2019-01-01",193.845,1,2019,"1"
"6803406","2019-02-01",190.12,2,2019,"32"
"6803406","2019-03-01",190.445,3,2019,"60"
"6803406","2019-04-01",192.8,4,2019,"91"
"6803406","2019-05-01",191.475,5,2019,"121"
"6803406","2019-06-01",191.73,6,2019,"152"
"6803406","2019-07-01",196.22,7,2019,"182"
"6803406","2019-08-01",211.835,8,2019,"213"
"6803406","2019-09-01",225.89,9,2019,"244"
"6803406","2019-10-01",233.84,10,2019,"274"
"6803406","2019-11-01",230.44,11,2019,"305"
"6803406","2019-12-01",229.36,12,2019,"335"
"6803406","2020-01-01",227.96,1,2020,"1"
"6803406","2020-02-01",225.045,2,2020,"32"
"6803406","2020-03-01",225.01,3,2020,"61"
"6803406","2020-04-01",227.735,4,2020,"92"
"6803406","2020-05-01",238.575,5,2020,"122"
"6803406","2020-06-01",247.575,6,2020,"153"
"6803406","2020-07-01",255.005,7,2020,"183"
"6803406","2020-08-01",257.6,8,2020,"214"
"6803406","2020-09-01",255.58,9,2020,"245"
"6803406","2020-10-01",256.525,10,2020,"275"
"6803406","2020-11-01",255.38,11,2020,"306"
"6803406","2020-12-01",250.16,12,2020,"336"
"6803406","2021-01-01",246.545,1,2021,"1"
"6803406","2021-02-01",247.185,2,2021,"32"
"6803406","2021-03-01",250.31,3,2021,"60"
"6803406","2021-04-01",253.27,4,2021,"91"
"6803406","2021-05-01",249.585,5,2021,"121"
"6803406","2021-06-01",244.3,6,2021,"152"
"6803406","2021-07-01",241.76,7,2021,"182"
"6803406","2021-08-01",240.895,8,2021,"213"
"6803406","2021-09-01",244.865,9,2021,"244"
"6803406","2021-10-01",245.28,10,2021,"274"
"6803406","2021-11-01",244.435,11,2021,"305"
"6803406","2021-12-01",242.56,12,2021,"335"
"6803406","2022-01-01",241.955,1,2022,"1"
"6803406","2022-02-01",240.42,2,2022,"32"
"6803406","2022-03-01",242.33,3,2022,"60"
"6803406","2022-04-01",249,4,2022,"91"
"6803406","2022-05-01",252.575,5,2022,"121"
"6803406","2022-06-01",263.72,6,2022,"152"
"6803406","2022-07-01",268.135,7,2022,"182"
"6803406","2022-08-01",271.955,8,2022,"213"
"6803406","2022-09-01",265.175,9,2022,"244"
"6803406","2022-10-01",264.185,10,2022,"274"
"6803406","2022-11-01",260.69,11,2022,"305"
"6803406","2022-12-01",260.635,12,2022,"335"
"6803406","2023-01-01",253.245,1,2023,"1"
"6803406","2023-02-01",250.85,2,2023,"32"
"6803406","2023-03-01",254.97,3,2023,"60"
"6803406","2023-04-01",255.31,4,2023,"91"
"6803406","2023-05-01",254.66,5,2023,"121"
"6803406","2023-06-01",254.865,6,2023,"152"
"6803804","2005-11-01",191.875,11,2005,"305"
"6803804","2005-12-01",193.125,12,2005,"335"
"6803804","2006-01-01",192.625,1,2006,"1"
"6803804","2006-02-01",190.75,2,2006,"32"
"6803804","2006-03-01",192.375,3,2006,"60"
"6803804","2006-04-01",197.035,4,2006,"91"
"6803804","2006-05-01",205.49,5,2006,"121"
"6803804","2006-06-01",216.665,6,2006,"152"
"6803804","2006-07-01",219.46,7,2006,"182"
"6803804","2006-08-01",209.625,8,2006,"213"
"6803804","2006-09-01",208.085,9,2006,"244"
"6803804","2006-10-01",208.835,10,2006,"274"
