"date","elevation_at_waterlevel","site","year","julian"
2021-01-28,1263.81,6803305,2021,28
2021-02-11,1271.48,6803305,2021,42
2021-02-25,1269.62,6803305,2021,56
2021-03-16,1276.03,6803305,2021,75
2021-03-30,1275.46,6803305,2021,89
2021-04-15,1275.29,6803305,2021,105
2021-04-29,1275.12,6803305,2021,119
2021-05-13,1276.5,6803305,2021,133
2021-05-26,1279.98,6803305,2021,146
2021-06-17,1278.04,6803305,2021,168
2021-06-29,1275.67,6803305,2021,180
2021-07-15,1280.5,6803305,2021,196
2021-07-29,1282.73,6803305,2021,210
2021-08-16,1258.41,6803305,2021,228
2021-08-30,1259.58,6803305,2021,242
2021-09-15,1272.1,6803305,2021,258
2021-09-30,1272.18,6803305,2021,273
2021-10-15,1274.78,6803305,2021,288
2021-10-28,1274.75,6803305,2021,301
2021-11-15,1278.92,6803305,2021,319
2021-11-30,1281.31,6803305,2021,334
2021-12-14,1281.78,6803305,2021,348
2021-12-28,1285.88,6803305,2021,362
2022-01-13,1285.55,6803305,2022,13
2022-01-27,1285.5,6803305,2022,27
2022-02-11,1285.52,6803305,2022,42
2022-02-28,1283.97,6803305,2022,59
2022-03-16,1283.55,6803305,2022,75
2022-03-30,1276.65,6803305,2022,89
2011-06-16,1188.45,6803406,2011,167
2011-06-30,1185.4,6803406,2011,181
2011-07-15,1181.54,6803406,2011,196
2011-07-29,1172.91,6803406,2011,210
2011-08-16,1172.6,6803406,2011,228
2011-08-31,1172.39,6803406,2011,243
2011-09-16,1171.51,6803406,2011,259
2011-10-13,1177.13,6803406,2011,286
2011-10-28,1180.42,6803406,2011,301
2011-11-15,1183.26,6803406,2011,319
2011-11-30,1186.38,6803406,2011,334
2011-12-16,1190.03,6803406,2011,350
2011-12-29,1193.33,6803406,2011,363
2012-01-19,1196.81,6803406,2012,19
2012-01-31,1199.6,6803406,2012,31
2012-02-16,1202.81,6803406,2012,47
2012-02-29,1205.41,6803406,2012,60
2012-03-15,1207.74,6803406,2012,75
2012-03-30,1210.97,6803406,2012,90
2012-04-13,1211.27,6803406,2012,104
2012-04-27,1209.94,6803406,2012,118
2012-05-15,1208.21,6803406,2012,136
2012-05-31,1206.96,6803406,2012,152
2012-06-15,1205.74,6803406,2012,167
2012-06-29,1200.22,6803406,2012,181
2012-07-17,1198.09,6803406,2012,199
2012-07-31,1197.47,6803406,2012,213
2012-08-16,1185.12,6803406,2012,229
2012-09-14,1179.62,6803406,2012,258
2012-09-27,1183.42,6803406,2012,271
2012-10-16,1187.56,6803406,2012,290
2012-10-31,1188.6,6803406,2012,305
2012-11-16,1186.2,6803406,2012,321
2012-11-30,1190.31,6803406,2012,335
2012-12-14,1191.67,6803406,2012,349
2012-12-28,1191.98,6803406,2012,363
2013-01-16,1194.8,6803406,2013,16
2013-01-31,1200.66,6803406,2013,31
2013-02-15,1201.18,6803406,2013,46
2013-02-28,1202.99,6803406,2013,59
2013-03-15,1203.48,6803406,2013,74
2013-03-28,1201.84,6803406,2013,87
2013-04-16,1200.75,6803406,2013,106
2013-04-30,1198.76,6803406,2013,120
2013-05-15,1199.65,6803406,2013,135
2013-05-31,1199.51,6803406,2013,151
2013-06-14,1199.16,6803406,2013,165
2013-06-28,1197.35,6803406,2013,179
2013-07-16,1196.79,6803406,2013,197
2013-07-31,1194.38,6803406,2013,212
2013-08-16,1182.92,6803406,2013,228
2013-08-30,1182.18,6803406,2013,242
2013-09-13,1180.1,6803406,2013,256
2013-09-27,1182.66,6803406,2013,270
2013-10-16,1187.1,6803406,2013,289
2013-10-31,1190,6803406,2013,304
2013-11-15,1192.64,6803406,2013,319
2013-11-26,1193.38,6803406,2013,330
2013-12-17,1196.86,6803406,2013,351
2013-12-30,1197.92,6803406,2013,364
2014-01-16,1198.18,6803406,2014,16
2014-02-14,1200.78,6803406,2014,45
2014-02-28,1200.25,6803406,2014,59
2014-03-14,1200.75,6803406,2014,73
2014-03-28,1201.07,6803406,2014,87
2014-04-15,1197.56,6803406,2014,105
2014-04-30,1196.72,6803406,2014,120
2014-05-15,1192.52,6803406,2014,135
2014-05-30,1192.15,6803406,2014,150
2014-06-13,1192,6803406,2014,164
2014-06-27,1190.76,6803406,2014,178
2014-07-16,1185.58,6803406,2014,197
2014-07-31,1180.3,6803406,2014,212
2014-08-15,1176.02,6803406,2014,227
2014-08-29,1174.32,6803406,2014,241
2014-09-15,1174.02,6803406,2014,258
2014-09-30,1175.28,6803406,2014,273
2014-10-15,1175.96,6803406,2014,288
2014-10-31,1177.08,6803406,2014,304
2014-11-14,1179.65,6803406,2014,318
2014-11-25,1186.5,6803406,2014,329
2014-12-10,1184.99,6803406,2014,344
2014-12-22,1186.72,6803406,2014,356
2015-01-15,1192.26,6803406,2015,15
2015-01-29,1195.28,6803406,2015,29
2015-02-12,1201.4,6803406,2015,43
2015-02-26,1206.97,6803406,2015,57
2015-03-16,1213.33,6803406,2015,75
2015-03-30,1216.02,6803406,2015,89
2015-04-15,1216.71,6803406,2015,105
2015-04-29,1220.83,6803406,2015,119
2015-05-14,1224.54,6803406,2015,134
2015-05-29,1230.02,6803406,2015,149
2015-06-15,1234.75,6803406,2015,166
2015-06-29,1237.81,6803406,2015,180
2015-07-16,1238.77,6803406,2015,197
2015-07-30,1234.24,6803406,2015,211
2015-08-13,1230.58,6803406,2015,225
2015-08-27,1227.03,6803406,2015,239
2015-09-15,1218.59,6803406,2015,258
2015-09-29,1216.05,6803406,2015,272
2015-10-15,1213.63,6803406,2015,288
2015-10-29,1214.17,6803406,2015,302
2015-11-13,1218.79,6803406,2015,317
2015-11-23,1221.96,6803406,2015,327
2015-12-15,1225.6,6803406,2015,349
2015-12-29,1228.58,6803406,2015,363
2016-01-14,1231.7,6803406,2016,14
2016-01-28,1234.68,6803406,2016,28
2016-02-11,1236.31,6803406,2016,42
2016-02-24,1234.86,6803406,2016,55
2016-03-15,1236.9,6803406,2016,75
2016-03-30,1237.61,6803406,2016,90
2016-04-14,1237.23,6803406,2016,105
2016-04-28,1239.08,6803406,2016,119
2016-05-16,1239.98,6803406,2016,137
2016-05-31,1242.97,6803406,2016,152
2016-06-15,1246.35,6803406,2016,167
2016-06-30,1244.95,6803406,2016,182
2016-07-13,1240.79,6803406,2016,195
2016-07-28,1234.61,6803406,2016,210
2016-08-16,1224.7,6803406,2016,229
2016-08-30,1226.14,6803406,2016,243
2016-09-15,1225.72,6803406,2016,259
2016-09-29,1224.75,6803406,2016,273
2016-10-13,1227.14,6803406,2016,287
2016-10-27,1223.32,6803406,2016,301
2016-11-16,1227.28,6803406,2016,321
2016-11-29,1230.22,6803406,2016,334
2016-12-15,1234.2,6803406,2016,350
2016-12-28,1236.75,6803406,2016,363
2017-01-17,1239.13,6803406,2017,17
2017-01-30,1242.16,6803406,2017,30
2017-02-15,1245.36,6803406,2017,46
2017-02-28,1247.05,6803406,2017,59
2017-03-15,1248.43,6803406,2017,74
2017-03-29,1248.35,6803406,2017,88
2017-04-12,1249.24,6803406,2017,102
2017-04-28,1250.07,6803406,2017,118
2017-05-15,1247.18,6803406,2017,135
2017-05-30,1244.98,6803406,2017,150
2017-06-15,1243.64,6803406,2017,166
2017-06-29,1240.55,6803406,2017,180
2017-07-27,1232.76,6803406,2017,208
2017-08-16,1226.83,6803406,2017,228
2017-08-30,1224.05,6803406,2017,242
2017-09-14,1219.4,6803406,2017,257
2017-09-28,1214.6,6803406,2017,271
2017-10-16,1215.95,6803406,2017,289
2017-10-30,1215.86,6803406,2017,303
2017-11-15,1213.4,6803406,2017,319
2017-11-29,1211.88,6803406,2017,333
2017-12-13,1213.83,6803406,2017,347
2017-12-27,1214.46,6803406,2017,361
2018-01-18,1214.71,6803406,2018,18
2018-01-31,1215.11,6803406,2018,31
2018-02-14,1216.55,6803406,2018,45
2018-02-28,1218.28,6803406,2018,59
2018-03-14,1218.9,6803406,2018,73
2018-03-28,1216.49,6803406,2018,87
2018-04-10,1214.96,6803406,2018,100
2018-04-25,1208.7,6803406,2018,115
2018-05-16,1208.2,6803406,2018,136
2018-05-30,1201.94,6803406,2018,150
2018-06-13,1191.76,6803406,2018,164
2018-06-27,1185.74,6803406,2018,178
2018-07-18,1184.25,6803406,2018,199
2018-07-31,1178.64,6803406,2018,212
2018-08-15,1177.2,6803406,2018,227
2018-08-29,1173.93,6803406,2018,241
2018-09-12,1177.36,6803406,2018,255
2018-09-26,1188.22,6803406,2018,269
2018-10-16,1201.84,6803406,2018,289
2018-10-30,1211.86,6803406,2018,303
2018-11-15,1218.89,6803406,2018,319
2018-11-29,1223.55,6803406,2018,333
2018-12-12,1225.88,6803406,2018,346
2018-12-27,1229.36,6803406,2018,361
2019-01-16,1234.24,6803406,2019,16
2019-01-30,1238.07,6803406,2019,30
2019-02-13,1239.71,6803406,2019,44
2019-02-27,1240.05,6803406,2019,58
2019-03-12,1240.34,6803406,2019,71
2019-03-28,1238.77,6803406,2019,87
2019-04-11,1237.97,6803406,2019,101
2019-04-30,1236.43,6803406,2019,120
2019-05-15,1238.63,6803406,2019,135
2019-05-29,1238.42,6803406,2019,149
2019-06-13,1238.03,6803406,2019,164
2019-06-27,1238.51,6803406,2019,178
2019-07-17,1237.8,6803406,2019,198
2019-07-31,1229.76,6803406,2019,212
2019-08-15,1221.87,6803406,2019,227
2019-08-29,1214.46,6803406,2019,241
2019-09-12,1204.97,6803406,2019,255
2019-09-25,1203.25,6803406,2019,268
2019-10-16,1197.55,6803406,2019,289
2019-10-31,1194.77,6803406,2019,304
2019-11-14,1198.9,6803406,2019,318
2019-11-27,1200.22,6803406,2019,331
2019-12-12,1200.8,6803406,2019,346
2019-12-30,1200.48,6803406,2019,364
2020-01-14,1201,6803406,2020,14
2020-01-30,1203.08,6803406,2020,30
2020-02-13,1204.28,6803406,2020,44
2020-02-27,1205.63,6803406,2020,58
2020-03-16,1206.2,6803406,2020,76
2020-03-30,1203.78,6803406,2020,90
2020-04-16,1203.91,6803406,2020,107
2020-04-30,1200.62,6803406,2020,121
2020-05-14,1193.02,6803406,2020,135
2020-05-28,1189.83,6803406,2020,149
2020-06-15,1185.1,6803406,2020,167
2020-06-29,1179.75,6803406,2020,181
2020-07-16,1176.41,6803406,2020,198
2020-07-30,1173.58,6803406,2020,212
2020-08-13,1173.9,6803406,2020,226
2020-08-27,1170.9,6803406,2020,240
2020-09-15,1173.04,6803406,2020,259
2020-09-30,1175.8,6803406,2020,274
2020-10-15,1173.15,6803406,2020,289
2020-10-29,1173.8,6803406,2020,303
2020-11-16,1174.58,6803406,2020,321
2020-11-30,1174.66,6803406,2020,335
2020-12-15,1178.63,6803406,2020,350
2020-12-28,1181.05,6803406,2020,363
2021-01-14,1182.46,6803406,2021,14
2021-01-28,1184.45,6803406,2021,28
2021-02-11,1184.65,6803406,2021,42
2021-02-25,1180.98,6803406,2021,56
2021-03-16,1180.82,6803406,2021,75
2021-03-30,1178.56,6803406,2021,89
2021-04-15,1176.91,6803406,2021,105
2021-04-29,1176.55,6803406,2021,119
2021-05-13,1178.91,6803406,2021,133
2021-05-26,1181.92,6803406,2021,146
2021-06-17,1186,6803406,2021,168
2021-06-29,1185.4,6803406,2021,180
2021-07-15,1188.9,6803406,2021,196
2021-07-29,1187.58,6803406,2021,210
2021-08-16,1189.17,6803406,2021,228
2021-08-30,1189.04,6803406,2021,242
2021-09-15,1186.65,6803406,2021,258
2021-09-30,1183.62,6803406,2021,273
2021-10-15,1184.69,6803406,2021,288
2021-10-28,1184.75,6803406,2021,301
2021-11-15,1184.98,6803406,2021,319
2021-11-30,1186.15,6803406,2021,334
2021-12-14,1187.22,6803406,2021,348
2021-12-28,1187.66,6803406,2021,362
2022-01-13,1187.7,6803406,2022,13
2022-01-27,1188.39,6803406,2022,27
2022-02-11,1189.57,6803406,2022,42
2022-02-28,1189.59,6803406,2022,59
2022-03-16,1189.12,6803406,2022,75
2022-03-30,1186.22,6803406,2022,89
2005-11-15,1241.25,6803804,2005,319
2005-11-30,1237,6803804,2005,334
2005-12-15,1238.75,6803804,2005,349
2005-12-30,1237,6803804,2005,364
2006-01-15,1234.17,6803804,2006,15
2006-01-31,1242.58,6803804,2006,31
2006-02-15,1238.33,6803804,2006,46
2006-02-28,1242.17,6803804,2006,59
2006-03-14,1235.5,6803804,2006,73
2006-03-31,1241.75,6803804,2006,90
2006-04-15,1234.83,6803804,2006,105
2006-04-30,1233.1,6803804,2006,120
2006-05-15,1231.6,6803804,2006,135
2006-05-31,1219.42,6803804,2006,151
2006-06-15,1215.67,6803804,2006,166
2006-06-30,1213,6803804,2006,181
2006-07-15,1212.75,6803804,2006,196
2006-07-31,1210.33,6803804,2006,212
2006-08-15,1226.83,6803804,2006,227
2006-08-30,1215.92,6803804,2006,242
2006-09-15,1219,6803804,2006,258
2006-09-30,1226.83,6803804,2006,273
2006-10-15,1227.33,6803804,2006,288
2006-10-30,1217,6803804,2006,303
2006-11-15,1218.67,6803804,2006,319
2006-11-30,1216.42,6803804,2006,334
2006-12-15,1227.58,6803804,2006,349
2006-12-31,1227.58,6803804,2006,365
2007-01-19,1228.17,6803804,2007,19
2007-01-31,1225.33,6803804,2007,31
2007-02-15,1228.58,6803804,2007,46
2007-02-28,1226.58,6803804,2007,59
2007-03-15,1228.92,6803804,2007,74
2007-03-30,1235,6803804,2007,89
2007-04-15,1244.33,6803804,2007,105
2007-04-30,1250,6803804,2007,120
2007-05-15,1250.92,6803804,2007,135
2007-05-31,1257,6803804,2007,151
2007-06-15,1254.67,6803804,2007,166
2007-06-30,1257.75,6803804,2007,181
2007-07-15,1261,6803804,2007,196
2007-07-31,1274,6803804,2007,212
2007-08-15,1263,6803804,2007,227
2007-08-31,1273.8,6803804,2007,243
2007-09-15,1280.1,6803804,2007,258
2007-09-30,1277.1,6803804,2007,273
2007-10-15,1269.7,6803804,2007,288
2007-10-31,1272,6803804,2007,304
2007-11-15,1272.5,6803804,2007,319
2007-11-30,1272.8,6803804,2007,334
2007-12-14,1276.1,6803804,2007,348
2007-12-31,1273.6,6803804,2007,365
2008-01-15,1273.8,6803804,2008,15
2008-01-31,1274.9,6803804,2008,31
2008-02-15,1274.2,6803804,2008,46
2008-02-29,1271.4,6803804,2008,60
2008-03-14,1274.8,6803804,2008,74
2008-03-31,1271,6803804,2008,91
2008-04-15,1261.08,6803804,2008,106
2008-04-30,1260.9,6803804,2008,121
2008-05-15,1258.7,6803804,2008,136
2008-05-30,1245,6803804,2008,151
2008-06-15,1242.7,6803804,2008,167
2008-06-30,1227.8,6803804,2008,182
2008-07-15,1227.8,6803804,2008,197
2008-07-31,1227.6,6803804,2008,213
2008-08-15,1228.3,6803804,2008,228
2008-08-29,1235.2,6803804,2008,242
2008-09-15,1229.6,6803804,2008,259
2008-09-30,1227.7,6803804,2008,274
2008-10-15,1227.3,6803804,2008,289
2008-10-31,1227.8,6803804,2008,305
2008-11-13,1228,6803804,2008,318
2008-12-01,1227.6,6803804,2008,336
2008-12-15,1228.2,6803804,2008,350
2008-12-29,1229,6803804,2008,364
2009-01-15,1233,6803804,2009,15
2009-01-30,1235.2,6803804,2009,30
2009-02-13,1231.4,6803804,2009,44
2009-02-27,1231.4,6803804,2009,58
2009-03-17,1230.9,6803804,2009,76
2009-03-31,1233.4,6803804,2009,90
2009-04-15,1228,6803804,2009,105
2009-04-29,1230.6,6803804,2009,119
2009-05-15,1228.2,6803804,2009,135
2009-05-29,1229.5,6803804,2009,149
2009-06-15,1227.4,6803804,2009,166
2009-06-30,1227.4,6803804,2009,181
2009-07-15,1227.6,6803804,2009,196
2009-07-31,1227.2,6803804,2009,212
2009-08-14,1227.6,6803804,2009,226
2009-08-28,1226.9,6803804,2009,240
2009-09-15,1228,6803804,2009,258
2009-09-30,1207.25,6803804,2009,273
2009-10-15,1214.4,6803804,2009,288
2009-10-30,1221.09,6803804,2009,303
2009-11-13,1222.45,6803804,2009,317
2009-11-30,1228.5,6803804,2009,334
2009-12-15,1231.14,6803804,2009,349
2010-01-12,1228.35,6803804,2010,12
2010-01-28,1233.6,6803804,2010,28
2010-02-12,1245.85,6803804,2010,43
2010-02-26,1253.28,6803804,2010,57
2010-03-15,1257.4,6803804,2010,74
2010-03-31,1258.37,6803804,2010,90
2010-04-16,1255.3,6803804,2010,106
2010-04-30,1259.05,6803804,2010,120
2010-05-14,1254.78,6803804,2010,134
2010-05-28,1263.7,6803804,2010,148
2010-06-16,1258.37,6803804,2010,167
2010-06-30,1250.4,6803804,2010,181
2010-07-16,1251.48,6803804,2010,197
2010-07-30,1248.06,6803804,2010,211
2010-08-16,1231.38,6803804,2010,228
2010-08-31,1220,6803804,2010,243
2010-09-16,1236.65,6803804,2010,259
2010-09-30,1245.14,6803804,2010,273
2010-10-15,1243.85,6803804,2010,288
2010-10-29,1242.13,6803804,2010,302
2010-11-16,1243.73,6803804,2010,320
2010-11-30,1244.41,6803804,2010,334
2010-12-16,1246.08,6803804,2010,350
2010-12-30,1249.59,6803804,2010,364
2011-01-14,1248.48,6803804,2011,14
2011-01-28,1251.91,6803804,2011,28
2011-02-11,1249.35,6803804,2011,42
2011-02-25,1251.29,6803804,2011,56
2011-03-15,1245.5,6803804,2011,74
2011-03-31,1240.03,6803804,2011,90
2011-04-15,1233.54,6803804,2011,105
2011-04-29,1221.31,6803804,2011,119
2011-05-13,1220.25,6803804,2011,133
2011-05-27,1215.06,6803804,2011,147
2011-06-16,1199.5,6803804,2011,167
2011-06-30,1193.58,6803804,2011,181
2011-07-15,1190.69,6803804,2011,196
2011-07-29,1186.59,6803804,2011,210
2011-08-16,1181.19,6803804,2011,228
2011-08-31,1181.49,6803804,2011,243
2011-09-16,1180.58,6803804,2011,259
2011-10-13,1193.65,6803804,2011,286
2011-10-28,1193.65,6803804,2011,301
2011-11-15,1198.95,6803804,2011,319
2011-11-30,1206.25,6803804,2011,334
2011-12-16,1211.71,6803804,2011,350
2011-12-29,1214.85,6803804,2011,363
2012-01-19,1219.86,6803804,2012,19
2012-01-31,1220.31,6803804,2012,31
2012-02-16,1225.65,6803804,2012,47
2012-02-29,1228.65,6803804,2012,60
2012-03-15,1230.31,6803804,2012,75
2012-03-30,1233.53,6803804,2012,90
2012-04-13,1231.96,6803804,2012,104
2012-04-27,1221.41,6803804,2012,118
2012-05-15,1223.8,6803804,2012,136
2012-05-31,1218.13,6803804,2012,152
2012-06-15,1206.42,6803804,2012,167
2012-06-29,1201.7,6803804,2012,181
2012-07-17,1203.6,6803804,2012,199
2012-07-31,1202.98,6803804,2012,213
2012-08-16,1180.82,6803804,2012,229
2012-09-14,1176.82,6803804,2012,258
2012-09-27,1186.25,6803804,2012,271
2012-10-16,1196.3,6803804,2012,290
2012-10-31,1197.78,6803804,2012,305
2012-11-16,1199.41,6803804,2012,321
2012-11-30,1202.05,6803804,2012,335
2012-12-14,1202.69,6803804,2012,349
2012-12-28,1203.98,6803804,2012,363
2013-01-16,1213.95,6803804,2013,16
2013-01-31,1215.06,6803804,2013,31
2013-02-15,1215.98,6803804,2013,46
2013-02-28,1213.9,6803804,2013,59
2013-03-15,1213.92,6803804,2013,74
2013-03-28,1209.35,6803804,2013,87
2013-04-16,1210.68,6803804,2013,106
2013-04-30,1203.8,6803804,2013,120
2013-05-15,1206.5,6803804,2013,135
2013-05-31,1207.88,6803804,2013,151
2013-06-14,1208.55,6803804,2013,165
2013-06-28,1200.85,6803804,2013,179
2013-07-16,1197.68,6803804,2013,197
2013-07-31,1194.69,6803804,2013,212
2013-08-16,1179.9,6803804,2013,228
2013-08-30,1179.35,6803804,2013,242
2013-09-13,1181.65,6803804,2013,256
2013-09-27,1172.75,6803804,2013,270
2013-10-16,1170.48,6803804,2013,289
2013-10-31,1173.1,6803804,2013,304
2013-11-15,1173.7,6803804,2013,319
2013-11-26,1177.8,6803804,2013,330
2013-12-17,1182.35,6803804,2013,351
2013-12-30,1183.75,6803804,2013,364
2014-01-16,1182.25,6803804,2014,16
2014-02-14,1189.7,6803804,2014,45
2014-02-28,1190.48,6803804,2014,59
2014-03-14,1185.65,6803804,2014,73
2014-03-28,1180.32,6803804,2014,87
2014-04-15,1171.85,6803804,2014,105
2014-04-30,1165.35,6803804,2014,120
2014-05-15,1166.7,6803804,2014,135
2014-05-30,1169.88,6803804,2014,150
2014-06-13,1169.68,6803804,2014,164
2014-06-27,1165.4,6803804,2014,178
2014-07-16,1154.05,6803804,2014,197
2014-07-31,1154.25,6803804,2014,212
2014-08-15,1143.75,6803804,2014,227
2014-08-29,1141.7,6803804,2014,241
2014-09-15,1150.8,6803804,2014,258
2014-09-30,1156.02,6803804,2014,273
2014-10-15,1158.18,6803804,2014,288
2014-10-31,1157.17,6803804,2014,304
2014-11-14,1167.7,6803804,2014,318
2014-11-25,1171.25,6803804,2014,329
2014-12-10,1174.39,6803804,2014,344
2014-12-22,1178.7,6803804,2014,356
2015-01-15,1185.05,6803804,2015,15
2015-01-29,1188.45,6803804,2015,29
2015-02-12,1192.58,6803804,2015,43
2015-02-26,1194.55,6803804,2015,57
2015-03-16,1199.53,6803804,2015,75
2015-03-30,1193.8,6803804,2015,89
2015-04-15,1195.25,6803804,2015,105
2015-04-29,1196.98,6803804,2015,119
2015-05-14,1200.6,6803804,2015,134
2015-05-29,1214.05,6803804,2015,149
2015-06-15,1214.57,6803804,2015,166
2015-06-29,1215.8,6803804,2015,180
2015-07-16,1213.35,6803804,2015,197
2015-07-30,1196.98,6803804,2015,211
2015-08-13,1180.75,6803804,2015,225
2015-08-27,1175.55,6803804,2015,239
2015-09-15,1171.34,6803804,2015,258
2015-09-29,1170.03,6803804,2015,272
2015-10-15,1155.54,6803804,2015,288
2015-10-29,1172.1,6803804,2015,302
2015-11-13,1180.68,6803804,2015,317
2015-11-23,1184.92,6803804,2015,327
2015-12-15,1196.18,6803804,2015,349
2015-12-29,1200.42,6803804,2015,363
2016-01-14,1202.53,6803804,2016,14
2016-01-28,1206.75,6803804,2016,28
2016-02-11,1206.05,6803804,2016,42
2016-02-24,1205.12,6803804,2016,55
2016-03-15,1206.37,6803804,2016,75
2016-03-30,1206.22,6803804,2016,90
2016-04-14,1205.5,6803804,2016,105
2016-04-28,1210.3,6803804,2016,119
2016-05-16,1211.79,6803804,2016,137
2016-05-31,1214.89,6803804,2016,152
2016-06-15,1217.95,6803804,2016,167
2016-06-30,1213.85,6803804,2016,182
2016-07-13,1200.03,6803804,2016,195
2016-07-28,1193.13,6803804,2016,210
2016-08-16,1173.29,6803804,2016,229
2016-08-30,1185.65,6803804,2016,243
2016-09-15,1184.13,6803804,2016,259
2016-09-29,1183.72,6803804,2016,273
2016-10-13,1185.89,6803804,2016,287
2016-10-27,1179.35,6803804,2016,301
2016-11-16,1187.55,6803804,2016,321
2016-11-29,1188.9,6803804,2016,334
2016-12-15,1195.15,6803804,2016,350
2016-12-28,1197.11,6803804,2016,363
2017-01-17,1199.48,6803804,2017,17
2017-01-30,1200.1,6803804,2017,30
2017-02-15,1201.49,6803804,2017,46
2017-02-28,1203.42,6803804,2017,59
2017-03-15,1205.86,6803804,2017,74
2017-03-29,1205.95,6803804,2017,88
2017-04-12,1205.88,6803804,2017,102
2017-04-28,1201.85,6803804,2017,118
2017-05-15,1187.15,6803804,2017,135
2017-05-30,1185.32,6803804,2017,150
2017-06-15,1182.5,6803804,2017,166
2017-06-29,1177.33,6803804,2017,180
2017-07-27,1165.77,6803804,2017,208
2017-08-16,1158.05,6803804,2017,228
2017-08-30,1161.46,6803804,2017,242
2017-09-14,1145.65,6803804,2017,257
2017-09-28,1146.71,6803804,2017,271
2017-10-16,1153.85,6803804,2017,289
2017-10-30,1160.1,6803804,2017,303
2017-11-15,1171.58,6803804,2017,319
2017-11-29,1163.75,6803804,2017,333
2017-12-13,1177.03,6803804,2017,347
2017-12-27,1182.16,6803804,2017,361
2018-01-18,1183.06,6803804,2018,18
2018-01-31,1185.62,6803804,2018,31
2018-02-14,1185.24,6803804,2018,45
2018-02-28,1188.92,6803804,2018,59
2018-03-14,1188.44,6803804,2018,73
2018-03-28,1187.72,6803804,2018,87
2018-04-10,1188.65,6803804,2018,100
2018-04-25,1174.81,6803804,2018,115
2018-05-16,1172.75,6803804,2018,136
2018-05-30,1168.2,6803804,2018,150
2018-06-13,1144.12,6803804,2018,164
2018-06-27,1139,6803804,2018,178
2018-07-18,1135.42,6803804,2018,199
2018-07-31,1124.65,6803804,2018,212
2018-08-15,1138.88,6803804,2018,227
2018-08-29,1127.72,6803804,2018,241
2018-09-12,1151.38,6803804,2018,255
2018-09-26,1166.18,6803804,2018,269
2018-10-16,1174.67,6803804,2018,289
2018-10-30,1187.05,6803804,2018,303
2018-11-15,1194.3,6803804,2018,319
2018-11-29,1192.85,6803804,2018,333
2018-12-12,1195.57,6803804,2018,346
2018-12-27,1200.32,6803804,2018,361
2019-01-16,1209.7,6803804,2019,16
2019-01-30,1211.78,6803804,2019,30
2019-02-13,1213.88,6803804,2019,44
2019-02-27,1210.75,6803804,2019,58
2019-03-12,1211.88,6803804,2019,71
2019-03-28,1209.58,6803804,2019,87
2019-04-11,1209.25,6803804,2019,101
2019-04-30,1208.08,6803804,2019,120
2019-05-15,1209.26,6803804,2019,135
2019-05-29,1208.88,6803804,2019,149
2019-06-13,1206.25,6803804,2019,164
2019-06-27,1203.06,6803804,2019,178
2019-07-17,1192.11,6803804,2019,198
2019-07-31,1170.2,6803804,2019,212
2019-08-15,1160.85,6803804,2019,227
2019-08-29,1151,6803804,2019,241
2019-09-12,1147.25,6803804,2019,255
2019-09-25,1145.33,6803804,2019,268
2019-10-16,1149.9,6803804,2019,289
2019-10-31,1158.4,6803804,2019,304
2019-11-14,1161.67,6803804,2019,318
2019-11-27,1168.81,6803804,2019,331
2019-12-12,1170.6,6803804,2019,346
2019-12-30,1172.11,6803804,2019,364
2020-01-14,1176.3,6803804,2020,14
2020-01-30,1179.08,6803804,2020,30
2020-02-13,1180.57,6803804,2020,44
2020-02-27,1183.64,6803804,2020,58
2020-03-16,1180.66,6803804,2020,76
2020-03-30,1182.35,6803804,2020,90
2020-04-16,1181.6,6803804,2020,107
2020-04-30,1177.98,6803804,2020,121
2020-05-14,1175.11,6803804,2020,135
2020-05-28,1169.83,6803804,2020,149
2020-06-15,1160.95,6803804,2020,167
2020-06-29,1158.42,6803804,2020,181
2020-07-16,1132.7,6803804,2020,198
2020-07-30,1121.4,6803804,2020,212
2020-08-13,1120.45,6803804,2020,226
2020-08-27,1120.86,6803804,2020,240
2020-09-15,1140.08,6803804,2020,259
2020-09-30,1148.95,6803804,2020,274
2020-10-15,1148.55,6803804,2020,289
2020-10-29,1149.33,6803804,2020,303
2020-11-16,1159.58,6803804,2020,321
2020-11-30,1161.11,6803804,2020,335
2020-12-15,1163.7,6803804,2020,350
2020-12-28,1165.58,6803804,2020,363
2021-01-14,1170.52,6803804,2021,14
2021-01-28,1171.58,6803804,2021,28
2021-02-11,1178.86,6803804,2021,42
2021-02-25,1149.9,6803804,2021,56
2021-03-16,1177.55,6803804,2021,75
2021-03-30,1179.6,6803804,2021,89
2021-04-15,1174.5,6803804,2021,105
2021-04-29,1174.08,6803804,2021,119
2021-05-13,1174.42,6803804,2021,133
2021-05-26,1171.15,6803804,2021,146
2021-06-17,1180.72,6803804,2021,168
2021-06-29,1173.3,6803804,2021,180
2021-07-15,1178.94,6803804,2021,196
2021-07-29,1171.92,6803804,2021,210
2021-08-16,1171.45,6803804,2021,228
2021-08-30,1174.33,6803804,2021,242
2021-09-15,1173.12,6803804,2021,258
2021-09-30,1170.21,6803804,2021,273
2021-10-15,1172.03,6803804,2021,288
2021-10-28,1174.42,6803804,2021,301
2021-11-15,1164.5,6803804,2021,319
2021-11-30,1151.8,6803804,2021,334
2021-12-14,1180.24,6803804,2021,348
2021-12-28,1179.77,6803804,2021,362
